neighborhood	logFC	logCPM	F	PValue	FDR	Nhood	SpatialFDR	finalIdent	finalIdent_fraction
1860	3.609777017	8.96406738	12.57453888	0.001973547	0.226335184	1860	0.220923708	Activated B Cells	0.988673139
2946	3.917017321	9.125286589	12.50705116	0.002018019	0.226335184	2946	0.220923708	Activated B Cells	0.984051037
676	4.138477901	8.819352931	12.47012374	0.002042821	0.226335184	676	0.220923708	Activated B Cells	0.996124031
3039	3.963370485	8.605603874	12.36166264	0.002117639	0.226335184	3039	0.220923708	CD8 Naive	0.992771084
473	3.805866234	8.51790403	12.1885033	0.002243444	0.226335184	473	0.220923708	Activated B Cells	0.961363636
1299	-5.163678492	7.367087497	12.11893309	0.002296297	0.226335184	1299	0.220923708	CD8 Activated	0.996336996
1549	3.514189538	8.382053398	12.04917323	0.002333953	0.226335184	1549	0.220923708	CD16 NK	0.987244898
1099	4.051062716	8.807639665	12.00156652	0.002388611	0.226335184	1099	0.220923708	CD8 Naive	0.941573034
364	3.220057914	9.043057866	11.80858817	0.002506924	0.226335184	364	0.220923708	Activated B Cells	1
482	3.754221542	9.315367576	11.81785154	0.002541462	0.226335184	482	0.220923708	CD8 Naive	0.982594937
2227	4.618705342	8.298311869	11.72535406	0.002622491	0.226335184	2227	0.220923708	CD16 NK	0.941489362
2198	4.646588981	9.016159706	11.69421004	0.002650413	0.226335184	2198	0.220923708	CD8 Naive	0.992248062
932	-5.437822602	7.74322127	11.66888685	0.00267336	0.226335184	932	0.220923708	CD8 Activated	0.984802432
170	3.236391992	9.145921354	11.49700145	0.002806294	0.226335184	170	0.220923708	CD8 Naive	0.927958834
2735	4.017793363	8.782028877	11.52624357	0.00280679	0.226335184	2735	0.220923708	CD8 Naive	0.826484018
1811	-4.388773005	8.553783876	11.44759537	0.002807968	0.226335184	1811	0.220923708	CD16 NK	1
417	3.657531562	9.283158229	11.44381481	0.002887244	0.226335184	417	0.220923708	CD8 Naive	0.994202899
1004	3.101043017	9.072568725	11.37471474	0.002892171	0.226335184	1004	0.220923708	CD8 Naive	0.76801406
2400	3.471158855	8.401207351	11.40231533	0.002928712	0.226335184	2400	0.220923708	CD8 Activated	0.9
164	3.52197581	9.087078616	11.22088102	0.003117917	0.226335184	164	0.220923708	Activated B Cells	0.992088608
2161	4.152763322	8.918228537	11.17899913	0.00316349	0.226335184	2161	0.220923708	Activated B Cells	0.981096408
304	3.916654149	8.644669677	11.07860111	0.003275768	0.226335184	304	0.220923708	Activated B Cells	0.993492408
1544	3.66748643	8.794258169	11.02319284	0.003339617	0.226335184	1544	0.220923708	Activated B Cells	0.994163424
1021	3.796926719	8.87879552	10.79338445	0.003619546	0.226335184	1021	0.220923708	CD8 Naive	0.889312977
196	3.682582839	9.169405835	10.77943564	0.003637355	0.226335184	196	0.220923708	Activated B Cells	0.973602484
967	3.702473925	9.037177888	10.63145819	0.00383238	0.226335184	967	0.220923708	CD8 Naive	0.924493554
383	3.106687456	9.380520198	10.54313352	0.003954291	0.226335184	383	0.220923708	CD8 Naive	0.99566474
801	-3.350054807	8.18190155	10.47450285	0.003957927	0.226335184	801	0.220923708	CD16 NK	0.946784922
1613	3.404563187	8.874729253	10.53678414	0.003963218	0.226335184	1613	0.220923708	CD8 Activated	0.896013865
1112	2.773594345	8.421601479	10.44676228	0.003997582	0.226335184	1112	0.220923708	Activated B Cells	0.844497608
1850	3.804464766	8.832850809	10.43880807	0.004103853	0.226335184	1850	0.220923708	Activated B Cells	0.878143133
840	3.692790935	8.925276095	10.43155097	0.004114488	0.226335184	840	0.220923708	Activated B Cells	0.982889734
2897	3.466884698	8.385270981	10.39104869	0.004174404	0.226335184	2897	0.220923708	CD8 Activated	0.932668329
621	2.863709307	9.171086246	10.32502771	0.004186408	0.226335184	621	0.220923708	CD8 Naive	0.964516129
1976	-3.733642342	8.372070377	10.24967802	0.004292297	0.226335184	1976	0.220923708	CD16 NK	0.860788863
2100	3.843141085	8.971084008	10.30323999	0.004307652	0.226335184	2100	0.220923708	CD8 Naive	0.998214286
2342	3.413335148	9.039822048	10.28477776	0.004336264	0.226335184	2342	0.220923708	Activated B Cells	0.955766193
2888	-4.147368596	8.415120982	10.2073638	0.004369649	0.226335184	2888	0.220923708	CD16 NK	0.980676329
917	4.502894488	8.496112013	10.26090183	0.004373578	0.226335184	917	0.220923708	CD16 NK	0.972413793
1048	3.553369962	8.521700358	10.19076333	0.004485268	0.226335184	1048	0.220923708	Activated B Cells	0.982905983
2597	3.74931941	8.950297075	10.14940153	0.004552613	0.226335184	2597	0.220923708	Activated B Cells	0.992907801
2169	3.320814652	8.178592185	10.10328016	0.004629033	0.226335184	2169	0.220923708	CD8 Activated	0.875354108
1806	3.596183185	8.851967014	10.09034343	0.004650723	0.226335184	1806	0.220923708	Activated B Cells	0.987566607
2149	3.071910952	8.330865451	9.914046242	0.00490609	0.231349925	2149	0.226366525	CD16 NK	0.937823834
1096	3.990240304	8.483769207	9.908907672	0.004967099	0.231349925	1096	0.226366525	CD16 NK	0.976133652
515	2.906977564	9.056862167	9.8258839	0.005045546	0.231349925	515	0.226366525	Activated B Cells	0.98265896
864	3.138629694	8.007967757	9.860445994	0.005055592	0.231349925	864	0.226366525	CD8 Naive	0.708633094
2348	2.883156862	8.372676727	9.759620817	0.005140421	0.231772502	2348	0.227705808	CD8 Activated	0.859649123
2775	3.157679656	8.443297867	9.743342766	0.005266158	0.234000591	2775	0.229863443	Activated B Cells	0.992682927
2854	2.745864879	8.031306764	9.609131579	0.005429222	0.235035183	2854	0.231525094	Activated B Cells	0.96656535
2979	3.02849042	8.376240939	9.602202728	0.005503721	0.235035183	2979	0.231525094	CD16 NK	0.992822967
2122	3.11425426	8.237843258	9.592309996	0.005555514	0.235035183	2122	0.231525094	Activated B Cells	0.974874372
926	3.526580166	8.79686435	9.583513347	0.005596076	0.235035183	926	0.231525094	Activated B Cells	0.987951807
2174	3.305063773	8.497147746	9.439102821	0.005903132	0.24344369	2174	0.239088458	CD8 Naive	0.969072165
1522	2.809890941	9.100005467	9.328600346	0.006062521	0.24344369	1522	0.239088458	Activated B Cells	0.99713877
789	4.011674928	8.431777009	9.343337653	0.006117053	0.24344369	789	0.239088458	CD16 NK	0.911111111
334	3.787926181	8.612671512	9.292275198	0.006234625	0.24344369	334	0.239088458	CD8 Naive	0.982300885
2537	4.064297606	8.2446007	9.250371879	0.006332983	0.24344369	2537	0.239088458	CD16 NK	0.99726776
1746	3.013786487	8.232025904	9.233846273	0.006333055	0.24344369	1746	0.239088458	CD4 Activated	0.857476636
958	3.311609628	8.594308511	9.219928084	0.006405524	0.24344369	958	0.239088458	Activated B Cells	0.975824176
246	3.305461506	8.288376657	9.20912481	0.006431487	0.24344369	246	0.239088458	CD8 Naive	0.867867868
2902	3.261751874	8.959216561	9.134933106	0.006612979	0.247260885	2902	0.243066112	Mixed	0.634028892
686	2.764230505	9.081327858	8.974522611	0.006929714	0.253730889	686	0.2481434	CD8 Naive	0.984667802
487	3.478941747	9.106770856	9.002395412	0.006951531	0.253730889	487	0.2481434	CD8 Naive	0.968602826
115	2.917561087	8.23163577	8.825102171	0.007384091	0.255382857	115	0.252431985	CD4 Activated	0.875930521
62	3.336183741	9.264672055	8.832653643	0.007413567	0.255382857	62	0.252431985	Activated B Cells	0.916184971
1820	4.137444914	8.984583925	8.780784642	0.007561486	0.255382857	1820	0.252431985	Mixed	0.655705996
715	-3.551006064	8.329337816	8.732798944	0.007562371	0.255382857	715	0.252431985	CD16 NK	0.989130435
1367	-3.328890268	8.050271102	8.718408532	0.007604402	0.255382857	1367	0.252431985	CD16 NK	0.937360179
231	-3.718609539	9.164759932	8.733665471	0.0076168	0.255382857	231	0.252431985	CD16 NK	0.995804196
1498	3.052217713	9.030812359	8.744917425	0.00766569	0.255382857	1498	0.252431985	CD8 Naive	0.990859232
122	-3.312092635	8.451448715	8.654273522	0.007794904	0.255382857	122	0.252431985	CD16 NK	0.947368421
1173	3.133488951	8.579894745	8.653452889	0.00793872	0.255382857	1173	0.252431985	CD8 Naive	0.908675799
1484	-3.27568198	8.685135472	8.583255848	0.008012052	0.255382857	1484	0.252431985	CD16 NK	0.945619335
2350	3.308861575	9.056708014	8.591858825	0.008128671	0.255382857	2350	0.252431985	Activated B Cells	0.913996627
643	3.109210152	8.559044914	8.590216483	0.008133805	0.255382857	643	0.252431985	CD16 NK	0.984815618
1900	3.456339281	9.165598999	8.562999253	0.008219407	0.255382857	1900	0.252431985	Activated B Cells	0.961783439
2005	-3.319129437	8.051473149	8.511700688	0.008237654	0.255382857	2005	0.252431985	CD16 NK	0.902222222
2345	3.276055691	8.926221974	8.554539547	0.008246217	0.255382857	2345	0.252431985	CD8 Activated	0.910652921
2950	2.523843088	9.153440228	8.468231127	0.008378144	0.2558084	2950	0.252431985	CD8 Naive	0.961419753
2302	3.667454426	8.708592509	8.482363995	0.008478954	0.2558084	2302	0.252431985	Mixed	0.466933868
1334	2.635387712	9.440332562	8.439917556	0.008562331	0.2558084	1334	0.252431985	CD8 Naive	0.978552279
1045	3.033042587	8.770083582	8.423361688	0.008674646	0.2558084	1045	0.252431985	CD4 Activated	0.76
2498	3.091002783	9.034344323	8.422623116	0.008677128	0.2558084	2498	0.252431985	Activated B Cells	0.992625369
2036	2.971902686	9.049066951	8.297807928	0.009108017	0.260989638	2036	0.258405323	CD8 Naive	0.946117274
1903	-3.51111187	8.344992319	8.242529573	0.00915171	0.260989638	1903	0.258405323	CD16 NK	0.964556962
952	2.664470183	9.062123733	8.20844126	0.009332623	0.260989638	952	0.258405323	Activated B Cells	0.82173913
1843	3.488365853	8.369828328	8.218980021	0.009392394	0.260989638	1843	0.258405323	CD16 NK	0.987531172
707	2.621000637	9.251674192	8.188575339	0.009412395	0.260989638	707	0.258405323	Activated B Cells	0.998659517
1274	2.93034919	9.265534959	8.204295784	0.009446453	0.260989638	1274	0.258405323	CD8 Naive	0.783783784
2154	-3.252685256	8.252863551	8.152409652	0.009482481	0.260989638	2154	0.258405323	CD16 NK	0.997802198
2708	3.951916595	8.621478135	8.18074783	0.009533868	0.260989638	2708	0.258405323	CD16 NK	0.956967213
348	3.04910876	9.262004854	8.115820541	0.009779593	0.263942213	348	0.261732888	Activated B Cells	0.992836676
2737	3.626434231	8.299640065	8.106900755	0.009813898	0.263942213	2737	0.261732888	CD16 NK	1
1726	3.161785655	8.460555183	8.070154682	0.009956644	0.264597794	1726	0.26265077	CD8 Naive	0.817941953
634	3.696482881	8.61437206	8.028598214	0.010120869	0.264597794	634	0.264222559	CD16 NK	0.967602592
404	3.865990526	8.642456055	7.99153875	0.010269871	0.264597794	404	0.264222559	CD8 Naive	0.956158664
3037	-4.943215243	7.804481607	7.967690816	0.010367045	0.264597794	3037	0.264222559	Intermediate Monocytes	0.915322581
2230	2.968776113	8.34599129	7.96733199	0.010368515	0.264597794	2230	0.264222559	CD16 NK	0.907960199
897	-2.642058021	8.386995102	7.924981321	0.010377869	0.264597794	897	0.264222559	CD16 NK	0.980088496
973	2.616282429	8.007322091	7.925498445	0.010442379	0.264597794	973	0.264222559	Activated B Cells	0.939759036
2133	-4.545422171	8.682065002	7.910520861	0.010604198	0.265053111	2133	0.265180467	CD16 NK	1
1062	3.514801431	8.622781141	7.903616335	0.010633246	0.265053111	1062	0.265180467	Activated B Cells	0.912087912
2789	2.462011268	8.567339172	7.838665499	0.010741982	0.265598242	2789	0.265245793	Activated B Cells	0.889583333
1124	3.07017337	8.906971562	7.857775065	0.010828369	0.265598242	1124	0.265245793	CD8 Naive	0.985386221
770	3.428193344	8.531202921	7.828216224	0.010956301	0.266603326	770	0.266404338	Activated B Cells	0.847665848
1043	3.065083721	9.064053146	7.771944532	0.01120453	0.269311003	1043	0.268881435	Activated B Cells	0.91958042
2006	3.731413922	7.955574422	7.728274988	0.01140149	0.269311003	2006	0.268881435	CD16 NK	0.93
1166	2.621331657	9.150680144	7.679963589	0.011541617	0.269311003	1166	0.268881435	Activated B Cells	0.995702006
1859	2.655512217	8.831331296	7.665139168	0.011591431	0.269311003	1859	0.268881435	CD8 Naive	0.785575049
2139	2.967780345	8.849298219	7.672556984	0.011658418	0.269311003	2139	0.268881435	Activated B Cells	0.990253411
970	-3.130015463	8.412645392	7.634691973	0.011660222	0.269311003	970	0.268881435	CD16 NK	0.924731183
870	2.993751094	8.349807629	7.667417397	0.011682441	0.269311003	870	0.268881435	Activated B Cells	0.736842105
2087	3.144770943	8.597087374	7.641189087	0.011805898	0.269869691	2087	0.268881435	Mixed	0.694638695
436	2.528715083	9.151140435	7.59186503	0.01192493	0.269869691	436	0.268881435	CD8 Naive	0.820919176
1111	3.051082882	8.184942712	7.606642387	0.011970736	0.269869691	1111	0.268881435	CD16 NK	0.997340426
1825	3.067434026	8.605547268	7.53605519	0.012315582	0.275617337	1825	0.274710548	Activated B Cells	0.853333333
1604	3.048015556	9.153579779	7.489687741	0.012548132	0.278786749	1604	0.277407274	CD8 Naive	0.993740219
2039	2.634163412	8.842106403	7.424947064	0.012794192	0.280831696	2039	0.280092436	CD16 NK	0.97318612
2047	3.282477744	9.308914473	7.422518138	0.01289375	0.280831696	2047	0.280092436	Mixed	0.624610592
2860	2.906354361	8.475806091	7.407017106	0.01297501	0.280831696	2860	0.280092436	CD8 Activated	0.85520362
1878	2.979776635	8.544613025	7.389980964	0.013064978	0.280831696	1878	0.280092436	CD16 NK	0.997844828
1040	2.44697468	8.291750275	7.346540335	0.013109892	0.280831696	1040	0.280092436	Activated B Cells	0.824228029
2145	3.209637889	8.880745716	7.352297547	0.013266468	0.280831696	2145	0.280908721	Activated B Cells	0.983805668
1353	-2.944389318	9.111018717	7.305756833	0.01333083	0.280831696	1353	0.280908721	CD16 NK	0.994818653
421	3.262456059	8.639946031	7.327500867	0.013400945	0.280831696	421	0.280908721	Activated B Cells	0.883928571
2770	-3.603918361	7.148952427	7.315872252	0.013464533	0.280831696	2770	0.280908721	CD8 Activated	0.92760181
1776	2.751574243	8.672472552	7.291074614	0.013601261	0.281766657	1776	0.281820728	Activated B Cells	0.896
1511	3.118781992	8.682681959	7.24152347	0.013879141	0.284717351	1511	0.285409077	Activated B Cells	0.82034632
214	2.889278418	8.753856805	7.221446114	0.013993534	0.284717351	214	0.285409077	Activated B Cells	0.983249581
2815	2.579316552	7.928796155	7.205447885	0.014022283	0.284717351	2815	0.285409077	Mixed	0.564356436
1999	2.587875675	9.11087034	7.175680469	0.014195229	0.285556859	1999	0.285715225	CD8 Naive	0.748387097
141	2.915332509	8.963826671	7.17710841	0.014249902	0.285556859	141	0.285715225	Activated B Cells	0.82010582
1935	3.005299048	8.657103111	7.098146522	0.01471957	0.292029052	1935	0.292116399	CD8 Naive	0.841121495
233	-3.57796297	9.261990423	7.090926136	0.014763373	0.292029052	233	0.292116399	CD16 NK	0.989596879
711	2.458766164	9.060584288	7.042381026	0.014925368	0.29240436	711	0.292311855	CD8 Activated	0.76777939
1150	3.34090451	8.48853564	7.052724795	0.014997562	0.29240436	1150	0.292311855	CD16 NK	0.886574074
2130	2.658386995	8.563079207	7.020456011	0.015160168	0.29240436	2130	0.292311855	CD8 Naive	0.997619048
52	3.050653337	9.011165156	7.012058112	0.015251438	0.29240436	52	0.292311855	CD8 Naive	0.993277311
169	2.953308777	8.680986237	7.00843222	0.015274306	0.29240436	169	0.292311855	Activated B Cells	0.764705882
2080	2.949008053	8.943473173	6.985764491	0.01541814	0.29240436	2080	0.292311855	Activated B Cells	0.854202401
736	3.022116706	8.843572944	6.980785387	0.015449937	0.29240436	736	0.292311855	Activated B Cells	0.996282528
941	-4.579792412	7.811558226	6.938387722	0.015723678	0.293940641	941	0.293237532	Mixed	0.636054422
1719	2.788683121	8.519302566	6.904909014	0.015943667	0.293940641	1719	0.293237532	Activated B Cells	0.751152074
1311	3.072784492	9.208345799	6.903579242	0.015952476	0.293940641	1311	0.293237532	Mixed	0.618032787
775	3.169143749	8.431635122	6.891318294	0.016033953	0.293940641	775	0.293237532	Mixed	0.455470738
2826	3.619489779	8.953225461	6.889007834	0.016049358	0.293940641	2826	0.293237532	CD8 Naive	0.947826087
2857	2.700413201	9.209956159	6.877957909	0.016123266	0.293940641	2857	0.293237532	CD8 Naive	0.996747967
2197	-2.676637202	8.927527648	6.811422825	0.016366541	0.293940641	2197	0.293237532	CD16 NK	0.994277539
2448	3.527056033	8.976856589	6.832873414	0.016428784	0.293940641	2448	0.293237532	CD8 Naive	0.929173693
2062	2.311263281	9.027702328	6.790482288	0.016511188	0.293940641	2062	0.293237532	CD8 Naive	0.790186125
755	2.744626698	8.259681822	6.815669875	0.016547068	0.293940641	755	0.293237532	Activated B Cells	0.89182058
2850	2.732764125	7.758268145	6.804146922	0.016626827	0.293940641	2850	0.293237532	Mixed	0.547169811
794	-3.423960346	8.813134511	6.786760705	0.016681563	0.293940641	794	0.293237532	CD16 NK	0.952290076
314	2.987810496	9.157291574	6.766872294	0.016887794	0.29587415	314	0.294700703	CD8 Naive	0.997032641
136	2.610800396	8.769025908	6.727562259	0.017167988	0.296009857	136	0.294700703	Activated B Cells	0.940740741
2242	2.005197858	8.753077984	6.695439028	0.017185894	0.296009857	2242	0.294700703	Mixed	0.629294756
2508	2.734518344	8.883072886	6.723484237	0.017197352	0.296009857	2508	0.294700703	Activated B Cells	0.883680556
2231	2.759501767	8.943508135	6.710977967	0.017287755	0.296009857	2231	0.294700703	Activated B Cells	0.983240223
1088	3.478301881	8.788081288	6.698529406	0.017378269	0.296009857	1088	0.294700703	CD8 Naive	0.94302554
1001	-2.538631347	7.225662512	6.613225537	0.017820905	0.301872353	1001	0.301024037	CD8 Activated	0.809128631
1153	2.954651032	9.210101942	6.591563249	0.018178271	0.306035615	1153	0.305020446	CD8 Naive	0.99691358
1902	-3.97202052	8.897213121	6.567111762	0.018366883	0.306035615	1902	0.305134438	CD16 NK	0.998242531
1981	-2.47066133	8.977280797	6.538577564	0.018367869	0.306035615	1981	0.305134438	CD16 NK	0.975376197
2291	2.232130277	9.178023439	6.526071602	0.018465945	0.306035615	2291	0.305134438	CD8 Naive	0.986486486
1422	2.618243266	8.649994809	6.521512089	0.01872451	0.308477661	1422	0.307902131	Activated B Cells	0.82781457
2865	3.185050639	8.117763935	6.502376957	0.0188769	0.308477661	2865	0.308933636	CD16 NK	0.914454277
2465	-2.835608836	8.34773609	6.46627764	0.018943035	0.308477661	2465	0.308933636	CD16 NK	0.979633401
1330	-2.936607261	7.240454812	6.485092587	0.019015746	0.308477661	1330	0.308933636	CD8 Activated	0.929824561
124	2.137062576	9.118765141	6.444050889	0.019123882	0.308599058	124	0.309030261	Activated B Cells	0.973451327
2512	-3.407069714	8.718972217	6.416031767	0.019582052	0.314338064	2512	0.315117321	CD16 NK	0.996422182
1907	-2.977941715	7.925510988	6.359630749	0.019862727	0.317182928	1907	0.318312612	CD16 NK	0.985714286
2847	-4.023757368	7.843752836	6.365369709	0.020009509	0.317871267	2847	0.319791145	Intermediate Monocytes	0.969230769
728	3.267110681	8.769071807	6.338731756	0.020238454	0.318661096	728	0.321238921	CD16 NK	0.924242424
522	-3.12448245	8.420215721	6.319176586	0.020267095	0.318661096	522	0.321238921	CD16 NK	0.992753623
111	2.674577298	9.297981083	6.299918228	0.020577322	0.320480097	111	0.32229201	CD8 Naive	0.986072423
1747	2.556239815	9.355475173	6.298271449	0.020591839	0.320480097	1747	0.32229201	CD8 Naive	0.994444444
1541	3.278549711	8.943892667	6.279532847	0.020757845	0.321432084	1541	0.322981198	CD8 Naive	0.844006568
3040	-3.027842046	8.754471371	6.206632019	0.021253336	0.323684524	3040	0.325736968	CD16 NK	0.967857143
434	-3.455672635	7.848882459	6.218794713	0.021306333	0.323684524	434	0.325736968	Intermediate Monocytes	0.762589928
2773	2.563368129	8.331172138	6.218511547	0.021308928	0.323684524	2773	0.325736968	CD8 Naive	0.817647059
1254	2.472177938	8.791873208	6.208575822	0.021325595	0.323684524	1254	0.325736968	CD8 Naive	0.940206186
684	-2.597455879	8.736557705	6.172243468	0.02149901	0.324709192	684	0.327144936	CD16 NK	0.96952381
392	2.719150599	8.464057995	6.091592174	0.022508524	0.338289881	392	0.340098212	Mixed	0.633333333
1207	-2.765962567	8.56831574	5.994438726	0.023230968	0.347444626	1207	0.349606903	CD16 NK	0.986891386
822	2.560666936	8.283171922	6.000649945	0.023414723	0.348492922	822	0.350363566	CD8 Naive	0.778061224
2689	2.704000653	8.236104954	5.975736207	0.023670079	0.349184877	2689	0.351988327	Activated B Cells	0.792284866
818	-5.754622089	8.125940096	5.973902813	0.023688994	0.349184877	818	0.351988327	Mixed	0.537671233
484	2.305868392	8.756881925	5.928344132	0.024017031	0.352326404	484	0.355020253	Activated B Cells	0.989090909
2452	-2.7080591	7.930781038	5.885730436	0.024366681	0.355753536	2452	0.358854624	CD16 NK	0.826704545
2386	1.753789444	8.235260949	5.863579493	0.024605661	0.355763323	2386	0.359556625	CD8 Activated	0.949541284
270	2.14724377	7.925397273	5.855418626	0.024694368	0.355763323	270	0.359556625	Activated B Cells	0.930722892
28	-3.076576141	7.77724799	5.87198519	0.024767672	0.355763323	28	0.359556625	Mixed	0.52962963
9	3.471954033	8.86764912	5.866112423	0.024831491	0.355763323	9	0.359556625	CD8 Naive	0.921985816
1837	2.230269726	8.775011207	5.834560128	0.024953623	0.355850273	1837	0.359556625	Activated B Cells	0.985530547
2471	2.897152213	8.997449379	5.831796401	0.025208117	0.357815214	2471	0.361153448	CD8 Naive	0.993197279
2496	2.30377471	8.371329629	5.795986004	0.025451617	0.359606721	2496	0.363272352	CD16 NK	0.912735849
596	2.111623947	8.207872418	5.757518538	0.025786984	0.362673824	596	0.366115997	CD4 Activated	0.740554156
1010	2.614980693	9.094482974	5.767749766	0.025928356	0.362996981	1010	0.36639184	Activated B Cells	0.933530281
243	2.513845221	8.78581363	5.715275983	0.026535732	0.366846565	243	0.370782047	CD16 NK	0.988970588
1807	-3.541407137	8.545170022	5.713195682	0.026560139	0.366846565	1807	0.370782047	CD8 Activated	0.90969163
1783	2.373116042	8.392565336	5.695267757	0.026686866	0.366846565	1783	0.370782047	CD8 Activated	0.823671498
2576	-2.393412461	8.402053374	5.67386062	0.026763779	0.366846565	2576	0.370782047	CD16 NK	0.951267057
2987	2.485553077	7.939207169	5.692732355	0.026801576	0.366846565	2987	0.370782047	Mixed	0.696428571
1459	2.82550784	8.42058236	5.6732037	0.027034291	0.366954727	1459	0.370782047	CD8 Naive	0.939086294
1671	2.30221402	8.639051757	5.661681693	0.027048848	0.366954727	1671	0.370782047	CD8 Naive	0.724444444
2668	-4.712985421	8.103907661	5.603580288	0.027882674	0.374931596	2668	0.379230474	Intermediate Monocytes	0.916666667
1687	3.253966629	8.17233281	5.595886161	0.027978255	0.374931596	1687	0.379230474	Mixed	0.403030303
2706	2.920799464	8.574140821	5.593843087	0.028003697	0.374931596	2706	0.379230474	CD8 Naive	0.970251716
19	2.662246422	9.11474551	5.562265612	0.028400264	0.377288158	19	0.381232037	Activated B Cells	0.978512397
2777	2.495805397	9.259246308	5.560247677	0.02842582	0.377288158	2777	0.381232037	CD8 Naive	0.998442368
2035	2.141715376	8.104863632	5.510425748	0.02882722	0.380966625	2035	0.385346971	CD8 Activated	0.75
15	3.141402495	8.290229924	5.475240834	0.029526321	0.388530907	15	0.392845298	CD8 Naive	0.813157895
2022	-3.995640485	8.076686944	5.458130846	0.029753588	0.3898483	2022	0.395017074	Intermediate Monocytes	0.938906752
2346	2.605292552	8.893291854	5.446275461	0.029912217	0.390258968	2346	0.395196128	CD8 Naive	0.761578045
514	-2.704846938	7.756603663	5.387180507	0.03062632	0.395982338	514	0.401495396	CD8 Activated	0.861788618
2	1.645914568	8.68642418	5.372739488	0.03064019	0.395982338	2	0.401495396	CD8 Activated	0.7796875
1718	-3.799750462	8.798459008	5.385657748	0.030738355	0.395982338	1718	0.401495396	CD8 Activated	0.946691176
655	-4.855006593	8.815484364	5.361467999	0.03107519	0.398646579	655	0.404622335	CD8 Activated	0.940828402
325	-3.20527954	7.771607065	5.351220933	0.031219132	0.398824406	325	0.405155073	CD8 Activated	0.987915408
3003	-2.707136889	7.687277897	5.324158918	0.031556631	0.398853059	3003	0.407063471	CD16 NK	0.994186047
208	2.462196828	8.705457603	5.321350789	0.031643033	0.398853059	208	0.407063471	CD8 Activated	0.935091278
751	-3.459444002	8.248502841	5.320985972	0.03164825	0.398853059	751	0.407063471	CD16 Monocytes	0.886363636
323	-3.502361146	9.056906551	5.314460882	0.031741731	0.398853059	323	0.407063471	CD8 Activated	0.768608414
284	-2.509125678	8.265121135	5.27737907	0.031996645	0.400415155	284	0.408956544	CD16 NK	0.94980695
1132	3.312589162	8.399351565	5.282884512	0.03219853	0.401303632	1132	0.409696234	Mixed	0.612345679
2483	-5.172029685	8.564230782	5.257571807	0.03257008	0.402359273	2483	0.410328475	CD8 Activated	0.99017199
2734	2.40145143	8.725148045	5.257471466	0.032571562	0.402359273	2734	0.410328475	Mixed	0.612371134
979	2.577115214	8.628478972	5.250091124	0.03268081	0.402359273	979	0.410328475	Mixed	0.524489796
943	2.04839302	8.239809358	5.210535525	0.032987803	0.402359273	943	0.412622846	CD8 Activated	0.972222222
2588	-2.833516184	7.831321654	5.209048406	0.033295945	0.402359273	2588	0.412622846	Mixed	0.611111111
2945	2.817958021	8.388775994	5.205738324	0.033346123	0.402359273	2945	0.412622846	Mixed	0.692771084
