"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD16-NK:NLR_post_down"	"hsa03018"	"RNA degradation"	"8/358"	"79/8159"	0.0219818479419772	0.202965729330923	0.178168662266552	"EXOSC6/BTG2/BTG1/DDX6/CNOT1/BTG3/ENO3/ENO2"	8	0.74916868077918
"CD4-Naive:NLR_post_up"	"hsa04514"	"Cell adhesion molecules"	"14/468"	"157/8159"	0.0663017104561858	0.231841752959819	0.176831846088421	"HLA-DRB5/HLA-DRB1/ICAM2/HLA-DQB1/HLA-DRA/CD58/SELPLG/HLA-DPA1/TIGIT/ITGAM/SPN/VCAN/HLA-DMB/PTPRM"	14	0.75243951910233
"CD16-NK:NLR_pre_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"10/232"	"131/8159"	0.00406226167613505	0.182801775426077	0.176744016786227	"KIR2DL1/KLRC3/KIR3DL1/FCGR3B/KIR3DL2/CD247/FYN/RAC1/TNF/MAP2K1"	10	0.75265527920409
"CD16-NK:NLR_post_down"	"hsa04612"	"Antigen processing and presentation"	"8/358"	"78/8159"	0.0205099079612319	0.199367756421963	0.175010266895206	"KIR2DL1/KLRC3/KIR3DL2/CD8A/KLRC4/KIR3DL1/B2M/KIR2DL3"	8	0.756936472884315
"CD8-Naive:NLR_post_down"	"hsa00190"	"Oxidative phosphorylation"	"7/115"	"134/8159"	0.00277143631184075	0.17090523923018	0.17090523923018	"COX4I1/ATP6V0E2/ATP5MC2/ATP5F1E/NDUFA3/ATP6V0C/ATP5ME"	7	0.767244623447318
"CD8-Activated:NLR_post_up"	"hsa04216"	"Ferroptosis"	"6/531"	"41/8159"	0.0476761130673842	0.210099937671429	0.170174404344459	"CYBB/ACSL6/NCOA4/HMOX1/SLC40A1/ATG7"	6	0.769105760866553
"CD8-Activated:NLR_post_up"	"hsa01232"	"Nucleotide metabolism"	"10/531"	"85/8159"	0.0484342535441923	0.210099937671429	0.170174404344459	"UPP1/ADA2/PNP/DCTPP1/UCK2/TYMP/HDDC2/APRT/IMPDH2/AK2"	10	0.769105760866553
"CD8-Activated:NLR_pre_down"	"hsa04514"	"Cell adhesion molecules"	"10/268"	"157/8159"	0.0338254524721705	0.200832676671481	0.168967945413194	"CD8A/CD8B/CD99/HLA-DPB1/PTPRM/CTLA4/HLA-DPA1/HLA-E/ICAM3/HLA-DRB1"	10	0.772195676750597
"CD56-NK:NLR_post_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"3/54"	"131/8159"	0.0554859260079397	0.204533492078196	0.163104858116584	"KLRC3/PIK3R1/NFATC2"	3	0.787533103203727
"CD56-NK:NLR_post_down"	"hsa00190"	"Oxidative phosphorylation"	"3/54"	"134/8159"	0.0586110509940662	0.204533492078196	0.163104858116584	"ATP5ME/ATP5F1E/NDUFB1"	3	0.787533103203727
"CD56-NK:NLR_post_down"	"hsa04210"	"Apoptosis"	"3/54"	"136/8159"	0.0607402491626158	0.204533492078196	0.163104858116584	"NFKB1/NFKBIA/PIK3R1"	3	0.787533103203727
"CD4-Activated:NLR_pre_down"	"hsa04514"	"Cell adhesion molecules"	"7/183"	"157/8159"	0.0628815456475134	0.208663993388653	0.161238488879069	"CD99/CTLA4/ICAM3/ITGA6/CD6/SELL/SELPLG"	7	0.792531280691133
"CD4-Activated:NLR_pre_down"	"hsa03010"	"Ribosome"	"7/183"	"158/8159"	0.0646099462794811	0.208663993388653	0.161238488879069	"RPL5/RPS13/RPLP0/MRPL23/RPL10/RPL26/RPS15A"	7	0.792531280691133
"CD16-NK:NLR_post_down"	"hsa04660"	"T cell receptor signaling pathway"	"10/358"	"104/8159"	0.0155929154974296	0.181372080803981	0.159213188925402	"AKT2/CD8A/AKT3/NFATC2/NFKBIA/NFATC1/MAP3K8/MAPK1/NFKBIE/GRB2"	10	0.798020958958434
"CD8-Naive:NLR_pre_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"4/116"	"89/8159"	0.0376379342935539	0.189940273062819	0.153868666512203	"STAT1/PPP3CA/RASGRP1/NFATC2"	4	0.81284980996906
"CD4-Naive:NLR_pre_down"	"hsa04218"	"Cellular senescence"	"8/163"	"156/8159"	0.012771859720277	0.160656551218221	0.150007438265857	"GADD45B/MYC/NFATC1/CCND3/TGFBR2/SLC25A5/ZFP36L2/CALM3"	8	0.823887205492824
"CD4-Activated:NLR_pre_up"	"hsa04070"	"Phosphatidylinositol signaling system"	"6/194"	"97/8159"	0.0277376065154132	0.180353505280322	0.148992902430113	"PIP4K2A/INPP4B/PTEN/INPP1/PIK3C3/PRKCB"	6	0.826834419566617
"CD4-Activated:NLR_pre_up"	"hsa04137"	"Mitophagy - animal"	"5/194"	"72/8159"	0.0279810383744192	0.180353505280322	0.148992902430113	"TOMM7/TAX1BP1/UBA52/CSNK2A2/USP8"	5	0.826834419566617
"CD4-Naive:NLR_pre_up"	"hsa04070"	"Phosphatidylinositol signaling system"	"5/139"	"97/8159"	0.0246879979397405	0.174409761384822	0.147825088255078	"INPP4B/PTEN/PIP4K2A/CALM2/PRKCB"	5	0.83025185304469
"CD8-Activated:NLR_pre_up"	"hsa04064"	"NF-kappa B signaling pathway"	"13/565"	"104/8159"	0.0268258626141726	0.175169616401217	0.14569759293423	"SYK/BCL2/LTB/CFLAR/ATM/CSNK2A1/BIRC3/CD14/TNFSF13B/DDX58/XIAP/EDA/TRIM25"	13	0.836547623137468
"CD8-Activated:NLR_post_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"11/531"	"92/8159"	0.0358279014593234	0.176934713360659	0.143311605837294	"IL2RB/STAT1/JAK2/CD247/HLA-DRB5/JAK3/STAT5A/RBPJ/CD3D/IKBKG/IL2RA"	11	0.843718637606863
"CD8-Activated:NLR_post_up"	"hsa04670"	"Leukocyte transendothelial migration"	"13/531"	"114/8159"	0.0335131602614444	0.173511684579414	0.140539059160896	"CYBB/ACTG1/MYL12A/MSN/NCF2/GNAI3/RAC2/ACTB/CYBA/TXK/PTK2B/VASP/ITGAM"	13	0.852202958174628
"CD4-Naive:NLR_pre_down"	"hsa04658"	"Th1 and Th2 cell differentiation"	"6/163"	"92/8159"	0.0100614689579898	0.14877671069295	0.13891505248582	"LCK/NFATC1/NFKBIA/ZAP70/FOS/CD3E"	6	0.857250692654467
"CD16-NK:NLR_post_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"12/358"	"131/8159"	0.0122517411023849	0.154260558425482	0.135413980605306	"KIR2DL1/KLRC3/KIR3DL2/FCGR3B/KIR3DL1/KLRK1/NFATC2/NFATC1/MAPK1/KLRC4-KLRK1/KIR2DL3/GRB2"	12	0.868336495279413
"CD16-NK:NLR_pre_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"12/271"	"184/8159"	0.0194492386835232	0.150071726697973	0.130573186173416	"PLCB1/CASP4/YWHAE/HSP90AA1/JAK1/IFI16/PYCARD/IL18/CASP8/CARD16/HSP90AB1/ERBIN"	12	0.884145998348315
"CD4-Naive:NLR_pre_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"6/163"	"89/8159"	0.00860834439397281	0.139409234841511	0.130168499389563	"LCK/NFATC1/NFKBIA/ZAP70/FOS/CD3E"	6	0.885494101762394
"CD4-Naive:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"4/163"	"41/8159"	0.00874953356745883	0.139409234841511	0.130168499389563	"PCBP2/FTH1/FTL/LPCAT3"	4	0.885494101762394
"CD4-Naive:NLR_post_up"	"hsa01212"	"Fatty acid metabolism"	"7/468"	"57/8159"	0.0432305120611699	0.166902609856416	0.127301041512572	"SCP2/ACAT1/ACADM/ELOVL1/ACSL6/ACSL1/ECHS1"	7	0.895168043154572
"CD56-NK:NLR_post_down"	"hsa04216"	"Ferroptosis"	"2/54"	"41/8159"	0.0299050398074211	0.159171986071758	0.126931408350684	"FTH1/PCBP2"	2	0.896430901265222
"CD4-Activated:NLR_pre_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"6/194"	"89/8159"	0.0190299126312152	0.1503363097866	0.124195219277405	"CD3D/PTEN/CSNK2A2/STAT1/RASGRP1/JAK2"	6	0.90589512140101
"CD4-Naive:NLR_post_up"	"hsa04142"	"Lysosome"	"13/468"	"132/8159"	0.0391404028569898	0.159600241585348	0.121731331804528	"CTSS/CTSW/CTSH/CD68/TPP1/CTSC/ATP6V0D1/CTSZ/ACP5/CTSB/CD63/ATP6V0B/GLB1"	13	0.914597626547942
"CD8-Naive:NLR_pre_up"	"hsa04612"	"Antigen processing and presentation"	"4/116"	"78/8159"	0.0247305785459277	0.145951574810965	0.118233873361296	"CD74/HSP90AA1/KLRD1/PSME2"	4	0.927258082622442
"CD56-NK:NLR_post_down"	"hsa04658"	"Th1 and Th2 cell differentiation"	"3/54"	"92/8159"	0.0227502581010318	0.144376637948855	0.115132885126679	"NFKB1/NFKBIA/NFATC2"	3	0.938800612171972
"CD4-Naive:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"11/468"	"104/8159"	0.0355151518457422	0.150446129346547	0.114749247922647	"LTB/TRADD/TNFSF13B/TNFSF14/IKBKG/TNF/TRAF5/LTA/CFLAR/PARP1/LYN"	11	0.940250152188216
"CD4-Activated:NLR_post_up"	"hsa03010"	"Ribosome"	"17/533"	"158/8159"	0.0285459861252478	0.136674721448156	0.109722211422404	"RPL21/RPS27L/RPS20/MRPL14/RPL27A/MRPL13/RPL23A/MRPL17/MRPL18/RPL13A/MRPL15/MRPL22/MRPL35/MRPL16/RPL27/RPS3A/RPS18"	17	0.959705447887881
"CD16-NK:NLR_post_up"	"hsa00190"	"Oxidative phosphorylation"	"12/402"	"134/8159"	0.0323154749384042	0.135375638255477	0.107565023265812	"ATP5F1B/SDHC/ATP5PB/ATP6V0D1/UQCRC2/NDUFS2/NDUFB3/SDHB/NDUFS6/ATP5F1C/NDUFB5/NDUFAB1"	12	0.968328924506723
"CD8-Activated:NLR_pre_down"	"hsa05332"	"Graft-versus-host disease"	"5/268"	"42/8159"	0.0116037165480928	0.127176733367097	0.106998481011887	"HLA-DPB1/HLA-DPA1/HLA-E/KIR2DL1/HLA-DRB1"	5	0.970622387668417
"CD56-NK:NLR_post_up"	"hsa05332"	"Graft-versus-host disease"	"2/28"	"42/8159"	0.0089841775058564	0.110141053879186	0.104046879508003	"HLA-A/GZMB"	2	0.982770940274818
"CD56-NK:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"3/28"	"131/8159"	0.00988445355326025	0.110141053879186	0.104046879508003	"HLA-A/GZMB/SH2D1B"	3	0.982770940274818
"CD4-Activated:NLR_pre_down"	"hsa04064"	"NF-kappa B signaling pathway"	"6/183"	"104/8159"	0.0291618202483024	0.131969593327063	0.101975321474884	"GADD45B/NFKBIA/TNFAIP3/RELA/ZAP70/LCK"	6	0.991504916905221
"CD8-Activated:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"5/268"	"41/8159"	0.0104966095129171	0.120311063537843	0.101222139511285	"FTH1/PCBP2/MAP1LC3B/SLC3A2/FTL"	5	0.994724487338185
"CD4-Naive:NLR_pre_down"	"hsa04142"	"Lysosome"	"8/163"	"132/8159"	0.00484139380362539	0.105190283551497	0.0982177498917303	"ATP6V0C/ARSA/IDUA/ATP6AP1/CTSF/SGSH/LAPTM5/AP1M1"	8	1.00781001951004
"CD4-Naive:NLR_post_up"	"hsa04668"	"TNF signaling pathway"	"12/468"	"112/8159"	0.0264355477461468	0.123155420720812	0.0939339015679017	"TRADD/CCL5/FAS/IKBKG/CREB3/TNF/TNFRSF1B/TRAF5/FOS/MAP2K3/LTA/CFLAR"	12	1.02717763875976
"CD4-Activated:NLR_pre_up"	"hsa04064"	"NF-kappa B signaling pathway"	"7/194"	"104/8159"	0.0117665145877945	0.10725630605028	0.0886061422400718	"LTB/BIRC3/DDX58/ATM/CSNK2A2/PRKCB/BCL2"	7	1.05253617147063
"CD16-NK:NLR_pre_up"	"hsa04142"	"Lysosome"	"10/271"	"132/8159"	0.0123002500754195	0.101011144558748	0.0878869542868891	"CTSC/IGF2R/CD164/CD63/CTSS/AP3B1/WDR7/CTSO/CLTC/CTSD"	10	1.05607558569637
"CD16-NK:NLR_post_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"10/358"	"89/8159"	0.00540731479738498	0.0998550799250427	0.0876554188207671	"CSNK2B/AKT2/AKT3/TRAF6/NFATC2/NFKBIA/NFATC1/MAPK1/MAP3K3/NFKBIE"	10	1.05722123083985
"CD8-Naive:NLR_post_up"	"hsa04218"	"Cellular senescence"	"7/154"	"156/8159"	0.0280494571935759	0.118419214257896	0.0862974031029205	"CALM1/CAPN2/PPP1CA/CALM2/SMAD3/VDAC3/HLA-A"	7	1.06400227305699
"CD8-Naive:NLR_post_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"5/154"	"92/8159"	0.0297246610687837	0.118419214257896	0.0862974031029205	"HLA-DQB1/HLA-DRB1/HLA-DRB5/IL2RB/HLA-DRA"	5	1.06400227305699
"CD16-NK:NLR_pre_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"10/271"	"131/8159"	0.0116997741029657	0.0990824619344906	0.0862088618113261	"FCER1G/SH3BP2/PTPN6/SYK/PPP3CA/NCR3/ICAM2/SH2D1A/TNFSF10/HCST"	10	1.06444808872352
"CD8-Activated:NLR_pre_down"	"hsa04620"	"Toll-like receptor signaling pathway"	"9/268"	"104/8159"	0.00702577748814649	0.101319106934323	0.0852435052578439	"CCL5/RELA/PIK3R1/AKT2/NFKBIA/MAP3K8/MAP2K1/JUN/CCL3"	9	1.06933870017276
"CD16-NK:NLR_pre_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"8/271"	"92/8159"	0.011177587254995	0.097713746648505	0.0850179811585361	"IL2RB/JAK1/PPP3CA/JAK2/IL2RG/NOTCH1/HLA-DMB/RUNX3"	8	1.07048921202612
"CD16-NK:NLR_post_up"	"hsa04514"	"Cell adhesion molecules"	"14/402"	"157/8159"	0.0225885535249064	0.10297722930472	0.0818223146258219	"VSIR/ICAM2/HLA-DQB1/HLA-DMA/PECAM1/HLA-DQA1/HLA-DMB/HLA-DRB1/HLA-DRB5/SPN/HLA-DRA/HLA-A/SELL/ICAM1"	14	1.0871282391495
"CD8-Naive:NLR_pre_up"	"hsa00190"	"Oxidative phosphorylation"	"6/116"	"134/8159"	0.0119370999874517	0.0996288729721928	0.0807083278503818	"UQCR10/NDUFS5/COX17/COX7C/NDUFB6/COX7A2"	6	1.09308165049646
"CD4-Activated:NLR_pre_down"	"hsa04066"	"HIF-1 signaling pathway"	"7/183"	"109/8159"	0.0111180751837419	0.0848150306874028	0.0655381273988998	"RELA/PFKL/STAT3/PIK3R1/EGLN2/ALDOA/LDHA"	7	1.1835059717413
"CD4-Activated:NLR_post_up"	"hsa04668"	"TNF signaling pathway"	"14/533"	"112/8159"	0.013978865359323	0.0803149355190195	0.0644766804133368	"TRADD/TNFRSF1B/IKBKG/MAP2K3/LTA/FAS/TRAF3/TNF/PGAM5/TRAF5/CFLAR/CSF1/RIPK1/ICAM1"	14	1.19059733031093
"CD4-Activated:NLR_post_up"	"hsa00190"	"Oxidative phosphorylation"	"16/533"	"134/8159"	0.0136249603846999	0.079731249658614	0.0640080984934243	"ATP5PB/ATP6V1E1/NDUFA8/PPA2/ATP5F1B/ATP6V0D1/SDHC/UQCRC2/SDHB/ATP6V0E1/NDUFB3/NDUFS5/NDUFS2/NDUFB5/SDHA/COX15"	16	1.19376507432084
"CD4-Activated:NLR_pre_down"	"hsa04218"	"Cellular senescence"	"9/183"	"156/8159"	0.00834483593515056	0.0795490147594652	0.0614689804567521	"ZFP36L2/GADD45B/MYC/NFATC1/RELA/SLC25A5/VDAC2/PIK3R1/SQSTM1"	9	1.21134399016007
"CD4-Activated:NLR_pre_down"	"hsa04142"	"Lysosome"	"8/183"	"132/8159"	0.00953396431574114	0.0795490147594652	0.0614689804567521	"SGSH/IDUA/ATP6V0C/GAA/LAMP1/PPT1/LAPTM5/CTSF"	8	1.21134399016007
"CD8-Activated:NLR_pre_down"	"hsa04612"	"Antigen processing and presentation"	"8/268"	"78/8159"	0.00391347820485884	0.0728542476703062	0.0612949682666041	"CD8A/CD8B/HLA-DPB1/B2M/HLA-DPA1/HLA-E/KIR2DL1/HLA-DRB1"	8	1.21257517546103
"CD16-NK:NLR_pre_up"	"hsa04670"	"Leukocyte transendothelial migration"	"10/271"	"114/8159"	0.00450609111439613	0.0678417051111861	0.0590271584575867	"ITGAM/MYL12A/PECAM1/MSN/TXK/ROCK2/CTNNB1/GNAI2/ROCK1/GNAI3"	10	1.22894812302806
"CD16-NK:NLR_pre_down"	"hsa05332"	"Graft-versus-host disease"	"6/232"	"42/8159"	0.00110233872168321	0.0595262909708936	0.0575536848373552	"KIR2DL1/KIR3DL1/HLA-DPB1/KIR3DL2/HLA-DPA1/TNF"	6	1.23992686572142
"CD56-NK:NLR_post_up"	"hsa04612"	"Antigen processing and presentation"	"3/28"	"78/8159"	0.00231840017672569	0.0602784045948678	0.0569431622353677	"HLA-A/HSP90AA1/CTSS"	3	1.244558418762
"CD8-Activated:NLR_pre_down"	"hsa04658"	"Th1 and Th2 cell differentiation"	"9/268"	"92/8159"	0.00312133871206789	0.0657882159312771	0.0553500548941593	"CD3E/GATA3/RELA/NFKBIA/LCK/HLA-DPB1/JUN/HLA-DPA1/HLA-DRB1"	9	1.25688194406767
"CD4-Activated:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"16/533"	"131/8159"	0.0111019816040527	0.0687887487623658	0.0552234791863097	"ICAM2/BID/FCGR3A/FCER1G/TYROBP/TNFSF10/HCST/PTPN6/RAC2/FAS/IFNAR2/CD48/TNF/ICAM1/IFNG/ARAF"	16	1.25787623544002
"CD4-Activated:NLR_pre_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"9/194"	"131/8159"	0.00393151087037413	0.0665548625913335	0.0549820317210217	"FCER1G/FCGR3A/TYROBP/SOS1/HCST/PRKCB/ICAM2/SOS2/KLRD1"	9	1.25977921594898
"CD16-NK:NLR_post_up"	"hsa04142"	"Lysosome"	"13/402"	"132/8159"	0.0129977996546704	0.0660543916876693	0.0524846439895233	"CTSC/CD164/CD63/CTSS/ATP6V0D1/CLTC/CLTA/GBA/HEXB/M6PR/CD68/IGF2R/AP1M1"	13	1.27996774432994
"CD8-Activated:NLR_pre_down"	"hsa04137"	"Mitophagy - animal"	"8/268"	"72/8159"	0.00236508265536639	0.0618887338969659	0.0520692766939513	"RELA/MAP1LC3B/RHOT2/SQSTM1/FIS1/TBC1D17/CITED2/JUN"	8	1.28341845516486
"CD8-Activated:NLR_pre_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"9/268"	"89/8159"	0.00248694003821865	0.0618887338969659	0.0520692766939513	"CD3E/RELA/PIK3R1/AKT2/EML4/NFKBIA/LCK/MAP2K1/JUN"	9	1.28341845516486
"CD4-Naive:NLR_pre_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"6/139"	"92/8159"	0.00471663561610023	0.0605301570732863	0.0513037558242482	"STAT4/STAT5B/IL2RG/STAT1/RBPJ/JAK2"	6	1.28985084007261
"CD8-Activated:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"14/531"	"104/8159"	0.00721399590147026	0.0609319583076639	0.0493529880373602	"LTB/CD14/TRADD/BCL2/BIRC3/LY96/TNFSF13B/TRIM25/LTA/SYK/TNFSF14/BCL2L1/LYN/IKBKG"	14	1.30668654818477
"CD16-NK:NLR_post_up"	"hsa03010"	"Ribosome"	"15/402"	"158/8159"	0.0109906699526042	0.0587432359535743	0.046675440452076	"RPL21/RPL13A/RPL10A/RPS20/RPL27A/RPL27/MRPL3/RPS18/RPS3A/RPS11/RPSA/RPS19/MRPL24/MRPS18A/MRPL15"	15	1.33091157514635
"CD16-NK:NLR_post_down"	"hsa00190"	"Oxidative phosphorylation"	"15/358"	"134/8159"	0.000750311939852615	0.0510846199284597	0.0448434246759422	"ATP5ME/UQCR11/UQCRQ/NDUFA3/ATP5F1E/NDUFB1/ATP6V0C/NDUFA1/NDUFV1/COX17/ATP6V1G1/NDUFA13/NDUFB8/NDUFA11/ATP6V1E2"	15	1.34830122789978
"CD16-NK:NLR_post_down"	"hsa04066"	"HIF-1 signaling pathway"	"13/358"	"109/8159"	0.000922105052860284	0.0510846199284597	0.0448434246759422	"TIMP1/ELOB/AKT2/CDKN1B/AKT3/EGLN2/CREBBP/EIF4EBP1/EP300/SLC2A1/MAPK1/ENO3/ENO2"	13	1.34830122789978
"CD8-Naive:NLR_pre_up"	"hsa04670"	"Leukocyte transendothelial migration"	"6/116"	"114/8159"	0.00556946039459665	0.0525466480707597	0.0425675004987479	"ITGA4/MYL12B/GNAI2/ITGB1/CYBA/MYL12A"	6	1.37092185020977
"CD8-Activated:NLR_pre_down"	"hsa00190"	"Oxidative phosphorylation"	"12/268"	"134/8159"	0.00147058316254996	0.0503674733173362	0.0423760148155845	"ATP6V0C/NDUFV1/ATP5F1D/NDUFA13/UQCRFS1/ATP6V0E2/SDHD/CYC1/COX4I1/UQCR11/NDUFA11/ATP6V0B"	12	1.37287988823355
"CD4-Activated:NLR_post_up"	"hsa04620"	"Toll-like receptor signaling pathway"	"14/533"	"104/8159"	0.00744911888817136	0.0523093681924922	0.0419938632058315	"IKBKE/IKBKG/MAP2K3/TBK1/TRAF3/IFNAR2/MYD88/TNF/TOLLIP/IRF5/STAT1/RIPK1/TLR5/TICAM1"	14	1.37681417080622
"CD8-Naive:NLR_post_up"	"hsa03010"	"Ribosome"	"8/154"	"158/8159"	0.00995878121741375	0.0559049763795726	0.0407404686166926	"RPL21/RPL13A/RPL23A/RPL27A/RPS20/RPS27L/RPS18/MRPL14"	8	1.38997397984068
"CD8-Activated:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"17/531"	"131/8159"	0.00475006754289646	0.0491861832667666	0.0398392761662284	"TNFSF10/PRF1/ICAM2/FCER1G/PTPN6/RAC2/FCGR3A/KLRC1/NCR3/HLA-A/CD247/KLRD1/SYK/CD48/PTK2B/BID/FAS"	17	1.39968856080729
"CD8-Activated:NLR_post_up"	"hsa04612"	"Antigen processing and presentation"	"12/531"	"78/8159"	0.00427367278058954	0.0457282987523081	0.037038497431776	"CTSB/CTSS/HSP90AA1/CANX/KLRC1/CALR/HLA-A/PDIA3/PSME2/HLA-DRB5/KLRD1/HSPA1A"	12	1.43134663997943
"CD16-NK:NLR_post_up"	"hsa04210"	"Apoptosis"	"14/402"	"136/8159"	0.00696591156803062	0.0440700527773366	0.0350166123935374	"CTSC/ACTG1/BCL2A1/TNFSF10/PRF1/ACTB/CTSS/BCL2L1/TNFRSF1A/PARP1/BAX/IKBKG/GZMB/TUBA1B"	14	1.45572587110112
"CD4-Activated:NLR_pre_down"	"hsa01232"	"Nucleotide metabolism"	"7/183"	"85/8159"	0.00288022490444265	0.0452364734991874	0.0349550514718736	"UCKL1/DCTD/CMPK1/AK3/DUT/HPRT1/ADSL"	7	1.45649005402892
