"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD8-Naive:NLR_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"6/152"	"92/8112"	0.00744760481663863	0.130985463000351	0.113218072426491	"HLA-DQB1/STAT1/PPP3CC/CD3D/HLA-DPA1/NFATC2"	6	0.946084243389465
"CD8-Naive:NLR_up"	"hsa04145"	"Phagosome"	"8/152"	"152/8112"	0.00763611360562809	0.130985463000351	0.113218072426491	"TAP1/HLA-DQB1/CYBA/ATP6V0E1/ATP6V1E1/SEC61B/HLA-DPA1/STX7"	8	0.946084243389465
"CD8-Naive:NLR_up"	"hsa03010"	"Ribosome"	"8/152"	"158/8112"	0.00954783735027914	0.130985463000351	0.113218072426491	"RPS27L/RPL23A/RPL21/RPS26/RPS20/RPL27A/UBA52/MRPL14"	8	0.946084243389465
"CD8-Naive:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"7/152"	"131/8112"	0.0113951114866569	0.130985463000351	0.113218072426491	"FYN/KLRD1/HCST/CD48/PPP3CC/SH2D1A/NFATC2"	7	0.946084243389465
"CD56-NK:NLR_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"2/16"	"92/8112"	0.0137691729951629	0.128216016010475	0.106638401880058	"HLA-DRB5/NOTCH1"	2	0.972086372032617
"CD4-Activated:NLR_up"	"hsa03050"	"Proteasome"	"5/236"	"46/8112"	0.0103641749530809	0.118716913098927	0.105129430146084	"PSMA3/POMP/PSMA4/PSMC6/PSME2"	5	0.978275689672421
"CD4-Naive:NLR_down"	"hsa04658"	"Th1 and Th2 cell differentiation"	"5/130"	"92/8112"	0.0158602949098963	0.123579139404526	0.100857540158575	"NFKBIA/FOS/NFATC1/JUN/RELA"	5	0.996291628171578
"CD4-Naive:NLR_down"	"hsa04068"	"FoxO signaling pathway"	"6/130"	"131/8112"	0.0185096508359202	0.123579139404526	0.100857540158575	"GADD45B/FBXO32/SGK1/KLF2/GADD45A/TGFBR2"	6	0.996291628171578
"CD4-Naive:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"5/130"	"89/8112"	0.0139016559069472	0.121372149649116	0.0990563335879639	"NFKBIA/FOS/NFATC1/JUN/RELA"	5	1.00411775077294
"CD8-Activated:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"6/331"	"42/8112"	0.00668435803956869	0.0960436707790659	0.0859152944698025	"PRF1/HLA-DQB1/KLRD1/GZMB/HLA-DRB5/KLRC1"	6	1.06592951704677
"CD4-Activated:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"5/236"	"42/8112"	0.00706322721288616	0.0955513636801855	0.0846152426908911	"CD28/HLA-DQB1/HLA-DMB/HLA-DRA/HLA-DRB5"	5	1.07255139558678
"CD56-NK:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"2/16"	"42/8112"	0.0029993619539921	0.0682312074609142	0.0567485026315596	"HLA-DRB5/KLRD1"	2	1.24604559329661
"CD56-NK:NLR_up"	"hsa03010"	"Ribosome"	"3/16"	"158/8112"	0.00336944234374885	0.0682312074609142	0.0567485026315596	"RPL21/RPL28/RPS26"	3	1.24604559329661
"CD8-Naive:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"7/152"	"89/8112"	0.00134718664125843	0.0654367433615593	0.0565606425290328	"RASGRP1/STAT1/PPP3CC/CD3D/RPS6KB1/EML4/NFATC2"	7	1.24748566559679
"CD8-Naive:NLR_up"	"hsa03050"	"Proteasome"	"5/152"	"46/8112"	0.00159601813076974	0.0654367433615593	0.0565606425290328	"PSMA5/PSMA4/SEM1/PSMB8/PSMB9"	5	1.24748566559679
"CD8-Activated:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"16/331"	"184/8112"	0.00341515126034736	0.062155752938322	0.0556010591158307	"CASP8/IFI16/NAIP/NOD1/P2RX7/CARD8/ERBIN/YWHAE/OAS2/ITPR2/CYBA/GBP5/RIPK1/TBK1/PLCB2/XIAP"	16	1.25491693568808
"CD16-NK:LR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"6/139"	"89/8112"	0.00412000897092745	0.0615426340032289	0.0550238040196233	"CD3G/EML4/MYD88/STAT3/NFATC3/RPS6KB2"	6	1.25944938836249
"CD4-Naive:NLR_up"	"hsa03010"	"Ribosome"	"7/82"	"158/8112"	0.00104099851118371	0.0582959166262879	0.0536936074189494	"MRPL13/MRPL27/RPS26/MRPL36/RPL21/RPL27A/MRPL17"	7	1.27007741686907
"CD8-Naive:LR_up"	"hsa04660"	"T cell receptor signaling pathway"	"4/36"	"104/8112"	0.00109558088531092	0.0438232354124368	0.0438232354124368	"CD3E/CD8B/GRAP2/PTPRC"	4	1.35829556219527
"CD4-Activated:NLR_up"	"hsa04145"	"Phagosome"	"12/236"	"152/8112"	0.00154720071151561	0.0487368224127417	0.043158756689646	"NCF2/HLA-DQB1/CLEC7A/HLA-DMB/FCGR3A/TAP2/HLA-DRA/HLA-DRB5/PIKFYVE/DYNC1I2/STX12/CTSS"	12	1.36493107489282
"CD4-Naive:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"8/82"	"184/8112"	0.000511860377162502	0.0429962716816501	0.0396018291804672	"GBP5/GBP4/CARD8/BIRC3/STAT1/OAS2/GBP1/IKBKE"	8	1.40228475385639
"CD4-Activated:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"8/238"	"89/8112"	0.004455676353465	0.0456217564631457	0.0387520711269964	"NFKBIA/JUN/FOS/RELA/STAT3/MAP2K1/NFATC1/CSNK2B"	8	1.41170508141602
"CD8-Activated:NLR_up"	"hsa04145"	"Phagosome"	"15/331"	"152/8112"	0.00131936344342821	0.0400206911173224	0.0358002712134906	"ITGAM/STX7/NCF2/ATP6V1C1/HLA-DQB1/FCGR3A/CLEC7A/HLA-DRB5/CTSS/CANX/CYBA/ATP6V1E1/DYNC1I2/ITGA5/FCGR2A"	15	1.44611368324226
"CD4-Activated:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"14/236"	"184/8112"	0.000922232114327831	0.0387337488017689	0.0343005628486842	"BIRC3/CASP8/GBP5/P2RX7/GBP1/STAT1/GBP4/IKBKE/GBP2/CARD8/IFI16/CASP1/XIAP/MAP3K7"	14	1.46469875342451
"CD4-Activated:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"9/238"	"104/8112"	0.00337411023508492	0.0397224795857725	0.0337411023508492	"NFKBIA/JUN/FOS/RELA/CD8A/MAP2K1/LCP2/NFATC1/CD8B"	9	1.47184073274066
"CD16-NK:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"9/325"	"89/8112"	0.00903719396329921	0.0403842279588997	0.0290691424162359	"CSNK2A1/JAK2/PPP3CA/RASGRP1/STAT1/NFATC3/PTEN/BATF/CHUK"	9	1.5365677803861
"CD8-Activated:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"9/266"	"89/8112"	0.00245735294108682	0.0344171969159896	0.028475419934589	"NFKBIA/JUN/CD3E/RELA/FOS/MAP2K2/MAP2K1/LCK/PIK3R1"	9	1.54552986254544
"CD8-Activated:NLR_up"	"hsa03050"	"Proteasome"	"8/331"	"46/8112"	0.0004738578241099	0.0258364314796299	0.0231118261163453	"PSMB2/PSMD12/POMP/PSMB3/PSMA4/PSMA5/PSMB8/PSMB10"	8	1.63616573860051
"CD4-Naive:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"7/130"	"104/8112"	0.00135190358550812	0.0278983739918494	0.0227689024927684	"NFKBIA/LCP2/FOS/NFATC1/JUN/CTLA4/RELA"	7	1.64265790275429
"CD16-NK:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"6/325"	"42/8112"	0.00612359046467418	0.0304570820153172	0.0219234413887345	"HLA-DQB1/HLA-A/HLA-DQA1/HLA-DRB5/KLRD1/GZMB"	6	1.65909127232146
"CD16-NK:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"12/325"	"131/8112"	0.00615860114280312	0.0304570820153172	0.0219234413887345	"CASP3/PPP3CA/ITGAL/FCER1G/SH3BP2/HLA-A/TNFSF10/BID/KLRD1/GZMB/NCR1/HCST"	12	1.65909127232146
"CD16-NK:LR_up"	"hsa04145"	"Phagosome"	"9/139"	"152/8112"	0.00115994887705619	0.0231023151347025	0.0206552300037199	"HLA-DPB1/FCGR3B/HGS/HLA-DQA1/CYBA/HLA-DRB5/HLA-DPA1/TCIRG1/ITGB1"	9	1.6849699646288
"CD16-NK:LR_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"7/139"	"92/8112"	0.000971635889348087	0.0225081877163733	0.0201240348223906	"HLA-DPB1/CD3G/HLA-DQA1/HLA-DRB5/HLA-DPA1/TBX21/NFATC3"	7	1.69628493984763
"CD4-Activated:NLR_down"	"hsa04216"	"Ferroptosis"	"6/238"	"41/8112"	0.00113798929404748	0.0210528019398784	0.0178826889064604	"PCBP2/VDAC2/FTH1/PCBP1/SLC3A2/SLC39A8"	6	1.74756717852455
"CD16-NK:NLR_up"	"hsa04218"	"Cellular senescence"	"14/325"	"156/8112"	0.00386042358482611	0.0236673769757	0.0170361150057284	"HIPK2/CCND2/HIPK1/ATM/PPP3CA/HLA-A/NFATC3/PTEN/TGFBR1/PPP1CA/SMAD2/ITPR2/NBN/MDM2"	14	1.76862943679595
"CD16-NK:NLR_up"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"15/325"	"171/8112"	0.00351440598930791	0.0232955433810977	0.0167684638888706	"RRBP1/CANX/DNAJB11/SEL1L/NGLY1/SAR1A/NPLOC4/BCL2/DNAJC5/SEC61A1/RBX1/DNAJA1/SSR4/YOD1/HSP90AA1"	15	1.77550672005002
"CD8-Activated:NLR_down"	"hsa04066"	"HIF-1 signaling pathway"	"11/266"	"109/8112"	0.000852900026851437	0.0182662755750683	0.0151127899494728	"LDHA/RELA/CDKN1B/MAP2K2/MAP2K1/PGK1/PIK3R1/RPS6/PFKP/LDHB/ALDOA"	11	1.82065535380706
"CD4-Naive:NLR_up"	"hsa03050"	"Proteasome"	"5/82"	"46/8112"	9.24348700133877e-05	0.0155290581622491	0.0143030798862821	"PSMC6/PSME2/PSMB9/PSMB3/PSMB8"	5	1.84457043571002
"CD4-Activated:NLR_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"10/236"	"92/8112"	0.000319483505133419	0.0161019686587243	0.0142590532817442	"HLA-DQB1/STAT1/RBPJ/HLA-DMB/JAK2/MAF/CD3D/HLA-DRA/HLA-DRB5/STAT4"	10	1.84590930815619
"CD16-NK:NLR_up"	"hsa00190"	"Oxidative phosphorylation"	"14/325"	"134/8112"	0.000914985116133896	0.00888842684244356	0.00639801622559792	"NDUFA12/NDUFB3/ATP5MF/ATP5MC3/ATP6V1A/COX6B1/ATP6V1C1/TCIRG1/COX6C/NDUFA4/COX7B/NDUFS8/ATP5PB/ATP6V0D1"	14	2.19395466286418
"CD8-Activated:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"17/331"	"131/8112"	2.15602889151528e-05	0.00588595887383671	0.00526524950348995	"PRF1/FCER1G/PTPN6/SH3BP2/ITGAL/TNFSF10/KLRD1/GZMB/FCGR3A/PAK1/SYK/TYROBP/HCST/CASP3/KLRC1/ICAM2/NCR1"	17	2.27858104415153
"CD16-NK:NLR_down"	"hsa04216"	"Ferroptosis"	"6/138"	"41/8112"	5.98951352105737e-05	0.00399300901403825	0.00399300901403825	"PCBP2/FTH1/FTL/PRNP/MAP1LC3B/SLC3A2"	6	2.3986997094043
"CD16-NK:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"18/325"	"184/8112"	0.000399512482477744	0.00516416397369846	0.00371723877363744	"IFI16/PYCARD/GBP4/YWHAE/GBP5/ERBIN/IKBKE/STAT1/CASP8/ANTXR2/BCL2/MAVS/GBP2/ITPR2/MFN1/CHUK/CYBA/HSP90AA1"	18	2.42977954147554
"CD16-NK:NLR_up"	"hsa04145"	"Phagosome"	"16/325"	"152/8112"	0.000368794899354107	0.00501561063121586	0.0036103079620981	"HLA-DQB1/TAP2/CANX/CORO1A/HLA-A/HLA-DQA1/ATP6V1A/HLA-DRB5/CTSS/TAP1/SEC61A1/DYNC1H1/ATP6V1C1/TCIRG1/ATP6V0D1/CYBA"	16	2.44245575085463
"CD4-Activated:NLR_down"	"hsa04218"	"Cellular senescence"	"15/238"	"156/8112"	5.0013369335041e-05	0.0021589104429626	0.00183382354228484	"ZFP36L2/GADD45B/GADD45A/VDAC2/CCND3/SLC25A6/RELA/CAPN2/MAP2K1/NFATC1/HLA-C/HLA-G/MYC/SQSTM1/CALM3"	15	2.73664245617903
"CD4-Naive:NLR_down"	"hsa04218"	"Cellular senescence"	"11/130"	"156/8112"	3.79647365573096e-05	0.00215449879962732	0.00175836674581223	"GADD45B/ZFP36L2/GADD45A/CCND3/NFATC1/HLA-C/MYC/CAPN2/CALM3/RELA/TGFBR2"	11	2.75489053820926
"CD8-Naive:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"14/152"	"184/8112"	8.21269310533912e-06	0.00202032250391342	0.00174627790239842	"GBP5/ANTXR2/IKBKE/GBP2/STAT1/CYBA/CCL5/BIRC3/CASP8/FADD/IFI16/YWHAE/CTSB/CASP4"	14	2.75788664157305
"CD8-Activated:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"13/266"	"104/8112"	3.21273313273915e-05	0.00165134483022792	0.0013662570375017	"NFKBIA/JUN/CD3E/RELA/CD8B/FOS/CD8A/MAP3K8/MAP2K2/CTLA4/MAP2K1/LCK/PIK3R1"	13	2.86446758801367
"CD4-Activated:NLR_down"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"17/238"	"171/8112"	1.00610708042845e-05	0.000787011331577915	0.000668503833772747	"SKP1/SSR2/CAPN2/DNAJB1/HSP90B1/XBP1/PDIA3/P4HB/HSPA5/UBE2D2/HERPUD1/ERP29/CKAP4/TRAM1/HSP90AB1/UBE2D3/PPP1R15A"	17	3.17489609777885
"CD16-NK:LR_up"	"hsa05332"	"Graft-versus-host disease"	"7/139"	"42/8112"	6.09529771649378e-06	0.000728388077121007	0.000651234440235914	"HLA-DPB1/KIR3DL1/KIR2DL1/HLA-DQA1/HLA-DRB5/HLA-DPA1/KIR3DL2"	7	3.18626264004621
"CD8-Activated:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"16/266"	"134/8112"	7.17247341375622e-06	0.000460831416833837	0.000381273586731252	"ATP6V0C/PPA1/NDUFA13/COX4I1/NDUFC2/ATP6V1G1/NDUFB11/UQCR11/UQCRFS1/ATP6V0E2/ATP5PO/ATP5MC2/NDUFB8/NDUFA7/NDUFA11/ATP6V0B"	16	3.41876328005074
"CD16-NK:NLR_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"15/325"	"92/8112"	3.1678344907474e-06	0.000172330196296659	0.000124045729532425	"HLA-DQB1/JAK2/PPP3CA/IL12RB2/STAT1/NFATC3/HLA-DQA1/JAK3/HLA-DRB5/IL2RB/RUNX3/NOTCH1/RBPJ/CHUK/IL2RG"	15	3.90641818239884
"CD16-NK:NLR_up"	"hsa03050"	"Proteasome"	"12/325"	"46/8112"	1.59279784662677e-07	4.33241014282481e-05	3.11853052076399e-05	"PSMB3/PSMA4/PSMC6/PSMB4/PSMB8/POMP/PSMB10/PSMB2/PSMB9/PSME2/PSMB1/PSMA3"	12	4.50605000119293
"CD16-NK:LR_down"	"hsa03010"	"Ribosome"	"22/80"	"158/8112"	5.49002787064864e-20	1.12545571348297e-17	1.09800557412973e-17	"RPL37A/RPS24/RPL23A/RPL27/RPS27/RPL15/RPL35/RPL37/RPL31/RPL13A/RPL27A/RPL24/RPL41/RPS23/RPL38/RPS6/RPL23/RPS29/RPS18/RPS28/RPL13/RPS3A"	22	16.9593954551431
"CD56-NK:LR_down"	"hsa03010"	"Ribosome"	"12/14"	"158/8112"	1.72333658270281e-19	4.30834145675702e-18	4.17228856864891e-18	"RPS27/RPL37A/RPS29/RPL39/RPL37/RPL34/RPL23A/RPL13A/RPL38/RPL7/RPL41/RPS20"	12	17.3796256620293
"CD4-Naive:NLR_down"	"hsa03010"	"Ribosome"	"27/130"	"158/8112"	7.62567540114093e-21	1.73102831605899e-18	1.41275670589558e-18	"RPLP0/RPS10/RPL5/RPL14/RPS4X/RPS15A/RPL29/RPL8/RPL11/RPS8/RPL26/RPL10/RPL32/RPS13/RPL30/RPS15/RPL19/RPL36AL/RPL13/RPS12/MRPL23/RPL6/RPS17/RPS7/RPS28/RPL36A/MRPL21"	27	17.8499326225708
"CD4-Naive:LR_down"	"hsa03010"	"Ribosome"	"19/43"	"158/8112"	5.65474195318023e-22	6.89878518287988e-20	6.84521394332343e-20	"RPS18/RPL37A/RPL27/RPS6/RPS20/RPL23A/RPL13A/RPS27/RPL27A/RPL13/RPL35/RPL4/RPL38/RPS23/RPS3A/RPL31/RPL37/RPL3/RPS27L"	19	19.1646129736874
"CD8-Naive:LR_down"	"hsa03010"	"Ribosome"	"17/31"	"158/8112"	7.31762775476581e-22	4.68328176305012e-20	4.62165963458893e-20	"RPL23A/RPS18/RPL13A/RPL37A/RPL41/RPL27/RPL35/RPS6/RPS17/RPL27A/RPL13/RPS27/RPL38/RPL36/RPS20/RPL37/RPS29"	17	19.3352020416052
"CD4-Activated:NLR_down"	"hsa03010"	"Ribosome"	"37/238"	"158/8112"	9.38171813740412e-24	2.42986499758767e-21	2.06397799022891e-21	"RPL5/RPS13/RPS4X/RPL7A/RPL10/RPL19/RPS15A/RPL8/RPL13/RPL29/RPS10/RPLP0/RPS15/RPL30/RPL11/RPS8/RPS5/RPL32/RPL26/RPL14/RPS12/MRPL23/FAU/RPS17/RPS23/RPS14/RPL36AL/RPS3/RPS7/RPL36A/RPL18A/RPL18/RPL36/RPS3A/RPL6/RPS2/RPS28"	37	20.6852949382333
"CD8-Activated:LR_down"	"hsa03010"	"Ribosome"	"34/128"	"158/8112"	4.70945757061355e-30	1.0078239201113e-27	1.0013793992252e-27	"RPL37A/RPL23A/RPL37/RPS18/RPL13/RPS6/RPL31/RPS23/RPL27A/RPS27/RPL38/RPS24/RPS25/RPL15/RPS20/RPL13A/RPL27/RPL4/RPS3A/RPL35/RPL29/RPL9/RPL24/RPS16/RPL23/RPL3/RPL36/RPLP1/RPS4X/RPL10A/RPS11/RPLP0/RPL6/RPL34"	34	26.9994013473238
"CD8-Naive:NLR_down"	"hsa03010"	"Ribosome"	"32/75"	"158/8112"	5.43746191526462e-36	7.28619896645459e-34	7.04008226923735e-34	"RPL5/RPS13/RPS4X/RPL10/RPL32/RPL14/RPL19/RPL18A/RPL29/RPS8/RPS5/RPL13/RPL18/RPL8/RPS10/RPL11/RPL26/RPS15A/RPS12/RPL30/RPS3A/RPS15/RPL36A/RPS17/RPL10A/RPL12/RPLP0/MRPL23/RPL7A/RPS23/RPL6/RPS2"	32	33.1524222657347
"CD4-Activated:LR_down"	"hsa03010"	"Ribosome"	"43/75"	"158/8112"	5.69831812723415e-56	1.01430062664768e-53	9.29725589180308e-54	"RPL23A/RPS6/RPS18/RPL13/RPS23/RPL37A/RPL27/RPS3A/RPL35/RPL31/RPL3/RPL27A/RPL9/RPS27/RPL13A/RPL4/RPLP2/RPS25/RPL38/RPS20/RPL37/RPS12/RPL7A/RPS16/RPS11/RPL15/RPL36/RPL32/UBA52/RPL29/RPS15/RPS14/RPL41/RPS3/RPS27A/RPL24/RPL21/RPL34/RPS19/RPS9/RPL10A/MRPL33/RPL18A"	43	53.0316452156293
"CD16-NK:NLR_down"	"hsa03010"	"Ribosome"	"53/138"	"158/8112"	2.54610377097619e-57	5.09220754195239e-55	5.09220754195239e-55	"RPS14/RPL30/RPL14/RPS23/RPL5/RPS7/RPS15A/RPL7A/RPL13/RPS27A/RPS12/RPL19/RPL41/RPL10/RPS3/RPL15/RPL11/RPS28/RPS15/FAU/RPL18/RPS4X/RPL36/RPL32/RPL36AL/RPS13/RPL8/RPLP2/RPS8/RPL34/RPS10/RPL29/RPL6/RPL26/RPS25/RPL36A/RPL35A/RPL18A/RPL3/RPL23A/RPS21/RPL9/RPS16/RPL24/RPS3A/RPL4/RPS5/RPS2/RPL22/RPLP0/RPS17/RPS6/RPL12"	53	54.2930939042156
"CD8-Activated:NLR_down"	"hsa03010"	"Ribosome"	"66/266"	"158/8112"	5.8221440815623e-58	1.49629102896151e-55	1.23797168892167e-55	"RPL5/RPS15A/RPL11/RPL13/RPS8/RPS7/RPL29/RPL6/RPL18A/RPS4X/RPL7A/RPLP0/RPL30/RPS13/RPL14/RPL10/RPL15/RPL19/RPS23/RPS2/FAU/RPS12/RPL36AL/RPL36/RPL18/RPS28/RPL8/RPL26/RPS10/RPL32/RPL12/RPL36A/RPL41/RPS15/RPL24/RPS3/RPS5/RPLP1/RPLP2/RPS14/RPL34/RPL37/RPL22/RPS27A/RPL35A/RPS16/RPL4/RPS25/RPL3/RPL10A/RPS3A/MRPL23/RPSA/RPL9/RPS17/RPL39/RPS18/RPL23A/RPS21/RPL13A/RPL31/RPL37A/RPS6/RPS9/RPL22L1/RPS24"	66	54.9072892870491
