"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD8-Activated:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"8/318"	"89/8112"	0.0229980184926763	0.194806744879141	0.173731161368824	"NFATC2/CSNK2B/PIK3R1/NFKBIB/NFATC1/PDCD1/MAP2K2/IFNGR1"	8	0.760122277138618
"CD8-Activated:NLR_up"	"hsa01212"	"Fatty acid metabolism"	"6/323"	"57/8112"	0.02506526147615	0.193070257316291	0.169003327733927	"SCP2/ELOVL6/CPT1A/HSD17B8/ACAT1/ACSL6"	6	0.772104743893703
"CD8-Naive:NLR_up"	"hsa05330"	"Allograft rejection"	"3/189"	"38/8112"	0.057901908340677	0.217103012002128	0.168484484030547	"HLA-DQB1/HLA-DRB1/HLA-B"	3	0.773440087731421
"CD56-NK:LR_down"	"hsa04066"	"HIF-1 signaling pathway"	"1/15"	"109/8112"	0.183800229133323	0.254492624953832	0.163708706110652	"RPS6"	1	0.785928223976727
"CD16-NK:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"7/256"	"89/8112"	0.0220111040418275	0.174979017047622	0.152099860774936	"IKBKG/PTPN6/CD3D/BATF/MAPK13/RASGRP1/STAT1"	7	0.817871183479576
"CD16-NK:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"9/256"	"131/8112"	0.02255827049046	0.174979017047622	0.152099860774936	"CD48/SH2D1A/TNFSF10/NCR3/ICAM2/PTPN6/ITGAL/NCR1/KLRC1"	9	0.817871183479576
"CD4-Naive:LR_down"	"hsa05332"	"Graft-versus-host disease"	"3/155"	"42/8112"	0.0456630179145325	0.18633457310285	0.145749530864722	"HLA-C/HLA-DRA/HLA-DRB1"	3	0.836392834463909
"CD4-Activated:LR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"8/171"	"119/8112"	0.00356603837674355	0.155717009117802	0.145144018141141	"PRKCB/GNAI2/BCL2/PTEN/MAP2K2/FYN/BID/GAB2"	8	0.838200858156986
"CD4-Activated:NLR_down"	"hsa04370"	"VEGF signaling pathway"	"8/496"	"59/8112"	0.026160268222198	0.167537036912375	0.141786896075519	"PIK3R1/PRKCB/JMJD7-PLA2G4B/MAP2K2/HSPB1/MAPK11/MAPKAPK2/AKT2"	8	0.848363904731684
"CD4-Naive:LR_down"	"hsa05330"	"Allograft rejection"	"3/155"	"38/8112"	0.0354428395584928	0.163037061969067	0.127526389224816	"HLA-C/HLA-DRA/HLA-DRB1"	3	0.894399936729255
"CD4-Naive:NLR_up"	"hsa04660"	"T cell receptor signaling pathway"	"9/362"	"104/8112"	0.0421752495049248	0.159994370901895	0.121601430872805	"RHOA/TNF/CD40LG/FOS/LCK/JUN/CD3E/IKBKG/NRAS"	9	0.915061314730164
"CD4-Activated:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"11/496"	"89/8112"	0.0192576658352221	0.141379449180533	0.119649682467876	"CSNK2B/STAT3/PIK3R1/CSNK2A1/PTEN/NFKB1/RPS6KB1/MAP2K2/HIF1A/MAPK11/AKT2"	11	0.922088449600752
"CD4-Naive:LR_down"	"hsa04218"	"Cellular senescence"	"7/155"	"156/8112"	0.0297123512535448	0.147396566022487	0.115292508476087	"PTEN/TGFB1/NFKB1/PPP3CB/HLA-C/MAPK11/MAP2K2"	7	0.938198911553511
"CD4-Naive:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"5/362"	"42/8112"	0.0377927494034592	0.151304121493707	0.114996531233397	"HLA-DQB1/TNF/HLA-DRB5/GZMB/HLA-DRB1"	5	0.939315259549996
"CD16-NK:NLR_up"	"hsa00190"	"Oxidative phosphorylation"	"10/256"	"134/8112"	0.00970714475843902	0.121128284594435	0.105290311567508	"ATP5MC3/NDUFA12/ATP5PB/ATP6V0D1/NDUFA4/ATP6V0E1/NDUFB3/ATP5F1C/NDUFS6/NDUFA8"	10	0.977611589178704
"CD16-NK:LR_down"	"hsa04068"	"FoxO signaling pathway"	"5/141"	"131/8112"	0.0777281560208933	0.170618526410101	0.104331049126072	"TGFB1/PIK3R1/MAP2K2/PTEN/MAPK3"	5	0.981586425442881
"CD4-Activated:LR_down"	"hsa04066"	"HIF-1 signaling pathway"	"8/171"	"109/8112"	0.00206255158738625	0.10807770317904	0.100739361741813	"PRKCB/BCL2/MKNK2/RPS6/MAP2K2/CYBB/ENO1/ALDOA"	8	0.996800805045578
"CD16-NK:NLR_up"	"hsa01212"	"Fatty acid metabolism"	"6/256"	"57/8112"	0.00878861439143403	0.11465146956098	0.0996603641516682	"SCP2/ELOVL6/ACAT1/ECHS1/HSD17B4/CPT1A"	6	1.00147753028185
"CD16-NK:LR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"4/141"	"89/8112"	0.068940613825221	0.161307649824061	0.0986375670468159	"PIK3R1/MAP2K2/PTEN/MAPK3"	4	1.00595764840719
"CD4-Naive:LR_down"	"hsa04670"	"Leukocyte transendothelial migration"	"6/155"	"114/8112"	0.0217512843033683	0.120330634383041	0.0941217360682827	"GNAI2/PRKCB/MYL12A/VAV3/MAPK11/ITGAM"	6	1.02631007089336
"CD16-NK:NLR_down"	"hsa04068"	"FoxO signaling pathway"	"11/284"	"131/8112"	0.00610359856395109	0.100486308036392	0.0919783139921208	"TGFB1/CDKN1B/GABARAP/AKT2/PIK3R1/MAPK1/GADD45B/GABARAPL1/EP300/FOXO1/BCL2L11"	11	1.03631455552116
"CD8-Activated:NLR_down"	"hsa04218"	"Cellular senescence"	"13/318"	"156/8112"	0.00814971123023986	0.101557676973924	0.0905704429153417	"ETS1/NFATC2/PIK3R1/TGFB1/ZFP36L2/NFATC1/GADD45A/MAPKAPK2/SQSTM1/GADD45B/FBXW11/MAP2K2/FOXO1"	13	1.04301350842795
"CD4-Activated:NLR_down"	"hsa04917"	"Prolactin signaling pathway"	"10/496"	"70/8112"	0.00963705466105528	0.106374575081172	0.0900249944733124	"SOCS1/STAT3/SOCS3/PIK3R1/NFKB1/SOCS4/MAP2K2/MAPK11/AKT2/SOCS2"	10	1.04563689661827
"CD4-Naive:LR_down"	"hsa04066"	"HIF-1 signaling pathway"	"6/155"	"109/8112"	0.0178368941738064	0.107446052999358	0.0840435113953787	"BCL2/ENO1/PRKCB/NFKB1/MKNK2/MAP2K2"	6	1.07549581076657
"CD8-Activated:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"12/318"	"134/8112"	0.00621567569294329	0.0909825774575989	0.081139433112771	"ATP5ME/NDUFB1/NDUFA13/UQCRQ/NDUFA7/NDUFA3/NDUFA1/ATP5F1E/UQCR11/COX7C/NDUFA9/ATP6V0C"	12	1.09076803085471
"CD4-Activated:NLR_up"	"hsa00190"	"Oxidative phosphorylation"	"15/503"	"134/8112"	0.0185424863586548	0.0982751777008704	0.0797001606643934	"ATP6V1E1/NDUFA8/NDUFS7/ATP5PB/NDUFB3/ATP6V0D1/ATP6V0E1/NDUFB10/NDUFB6/ATP5F1B/NDUFAB1/SDHC/ATP5F1C/UQCRC2/SDHB"	15	1.09854080312598
"CD16-NK:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"10/284"	"104/8112"	0.00337637349732187	0.0847162804782579	0.0775435061585885	"MAP3K8/FYN/CD8A/AKT2/PIK3R1/MAPK1/NFATC2/CD3E/VAV3/CARD11"	10	1.11045456609767
"CD8-Naive:LR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"5/84"	"119/8112"	0.00767230700675372	0.0914253870400492	0.0748005162113648	"BCL2/PRKCB/GNAI2/TRADD/GNA13"	5	1.12609540498348
"CD4-Activated:NLR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"15/496"	"119/8112"	0.00577704848461307	0.0863958768459381	0.0731169861749152	"PIK3R1/BCL2/PPP2R2D/PRKCB/GAB2/CERS6/PTEN/NFKB1/GNA13/MAP2K2/CTSD/MAPK11/AKT2/GNAI2/PLCB2"	15	1.13598171818477
"CD4-Naive:LR_down"	"hsa04068"	"FoxO signaling pathway"	"7/155"	"131/8112"	0.0125943361530364	0.0910390584776628	0.0712100811058898	"PTEN/TGFB1/CDKN2D/MAPK11/CSNK1E/S1PR4/MAP2K2"	7	1.1474585195831
"CD16-NK:LR_down"	"hsa03050"	"Proteasome"	"3/141"	"46/8112"	0.0453515056539857	0.109297128626106	0.0668337978058737	"PSMA6/PSMD13/PSME2"	3	1.17500385955159
"CD8-Naive:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"6/189"	"89/8112"	0.017386049868539	0.0836498625750461	0.0649171276124197	"CD3E/LAT/PTPN6/LCK/CD3D/NFATC2"	6	1.18764070464485
"CD4-Activated:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"7/503"	"42/8112"	0.0137278342414915	0.079371841614442	0.0643697490749364	"HLA-DQB1/HLA-DRB5/TNF/IFNG/FAS/HLA-F/HLA-DRB1"	7	1.19131818382711
"CD8-Activated:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"15/323"	"184/8112"	0.00654954801424521	0.0732551984228924	0.064123663993446	"GBP5/ANTXR2/CASP1/TXN/IKBKE/HSP90AA1/RHOA/BIRC3/BCL2L1/IFNAR1/BCL2/CTSB/PSTPIP1/PYCARD/STAT1"	15	1.19298167024377
"CD4-Naive:LR_down"	"hsa04917"	"Prolactin signaling pathway"	"5/155"	"70/8112"	0.0106622258647592	0.0817437316298205	0.0639393448987154	"CISH/SOCS2/NFKB1/MAPK11/MAP2K2"	5	1.19423181767851
"CD8-Naive:LR_down"	"hsa04066"	"HIF-1 signaling pathway"	"5/84"	"109/8112"	0.0053173065135898	0.0780673858492216	0.0638715454191686	"BCL2/PRKCB/ENO1/MKNK2/ALDOA"	5	1.19469257563946
"CD16-NK:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"12/284"	"134/8112"	0.00250994827583709	0.0692745724131036	0.0634092196000948	"ATP5ME/NDUFA13/NDUFA3/ATP6V0C/ATP5F1E/UQCR11/NDUFB1/NDUFA9/UQCRQ/UQCRB/NDUFA1/NDUFA7"	12	1.1978475917974
"CD16-NK:LR_down"	"hsa04066"	"HIF-1 signaling pathway"	"5/141"	"109/8112"	0.0410238643598702	0.102986992820091	0.0629752303769938	"PRKCB/PIK3R1/MAP2K2/MKNK2/MAPK3"	5	1.20083023508393
"CD8-Naive:NLR_up"	"hsa05332"	"Graft-versus-host disease"	"4/189"	"42/8112"	0.0160236753306615	0.078577638640744	0.0609807887077807	"HLA-DQB1/KLRD1/HLA-DRB1/HLA-B"	4	1.21480696289583
"CD8-Activated:NLR_down"	"hsa04370"	"VEGF signaling pathway"	"8/318"	"59/8112"	0.00197849658521285	0.0679104800795678	0.0605634398370415	"NFATC2/SH2D2A/PIK3R1/RAC1/PRKCB/MAPKAPK2/MAP2K2/PLCG2"	8	1.2177894660737
"CD8-Activated:NLR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"12/318"	"119/8112"	0.00235800278054055	0.0679104800795678	0.0605634398370415	"FYN/PIK3R1/PPP2R5C/ABCC1/RAC1/PRKCB/GNAI2/MAP2K2/GNA12/PPP2CA/CTSD/GNA13"	12	1.2177894660737
"CD56-NK:LR_down"	"hsa04218"	"Cellular senescence"	"2/15"	"156/8112"	0.0327475306991905	0.0906854696285276	0.0583356822171815	"HLA-C/HLA-A"	2	1.23406571883183
"CD16-NK:LR_down"	"hsa04917"	"Prolactin signaling pathway"	"4/141"	"70/8112"	0.0331740298655092	0.0950201117013313	0.0581035843554767	"PIK3R1/MAP2K2/STAT5A/MAPK3"	4	1.23579707556511
"CD16-NK:LR_down"	"hsa04660"	"T cell receptor signaling pathway"	"5/141"	"104/8112"	0.0345548692221285	0.0950201117013313	0.0581035843554767	"PIK3R1/MAP2K2/MAPK3/NCK1/FYN"	5	1.23579707556511
"CD16-NK:NLR_up"	"hsa04670"	"Leukocyte transendothelial migration"	"10/256"	"114/8112"	0.00313140067558743	0.0641937138495423	0.0558001473770091	"MYL12B/PECAM1/VCL/MYL12A/TXK/ACTN4/ACTG1/ITGAL/MAPK13/ACTB"	10	1.25336465402053
"CD4-Naive:LR_down"	"hsa04621"	"NOD-like receptor signaling pathway"	"9/155"	"184/8112"	0.0085942860419983	0.0701404635040507	0.0548633540202269	"CARD16/BCL2/NAIP/NFKB1/TAB2/CASP1/NLRP6/MAPK11/CASP8"	9	1.26071764572983
"CD4-Activated:NLR_up"	"hsa04670"	"Leukocyte transendothelial migration"	"14/503"	"114/8112"	0.0105881810278954	0.0670671306261527	0.0543907547282602	"GNAI3/VCL/NCF2/MYL12B/ACTB/ACTG1/RHOA/AFDN/VASP/MYL12A/ACTN4/ITGAL/ICAM1/CYBB"	14	1.26447491485564
"CD4-Naive:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"12/362"	"131/8112"	0.0138548297670785	0.070468530711865	0.0535585978291784	"CD48/SH2D1A/ICAM2/TNFRSF10A/TNF/FCGR3A/RAC2/LCK/TNFSF10/BID/GZMB/NRAS"	12	1.27117080139531
"CD4-Naive:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"12/467"	"104/8112"	0.0159903350483938	0.0720795102950675	0.0517905588611945	"NCK2/CTLA4/NFKB1/VAV3/AKT3/ITK/SOS2/MAPK11/MAP3K8/PIK3R1/AKT1/MAP2K2"	12	1.28574940257501
"CD8-Naive:NLR_up"	"hsa04218"	"Cellular senescence"	"9/189"	"156/8112"	0.0105618790668672	0.062634399117468	0.0486079134533911	"PPP1CA/CALM1/CAPN2/CALM2/HLA-B/VDAC3/SMAD3/NFATC2/CDK4"	9	1.3132930210799
"CD8-Activated:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"12/318"	"104/8112"	0.000725139791148921	0.0522100649627223	0.0465616076421939	"MAP3K8/NFATC2/FYN/PIK3R1/CBLB/NFKBIB/VAV3/CTLA4/NCK2/NFATC1/PDCD1/MAP2K2"	12	1.33197203312449
"CD56-NK:NLR_up"	"hsa03010"	"Ribosome"	"5/36"	"158/8112"	0.000608876238079515	0.0477967846892419	0.0455054872669953	"RPS26/RPL21/MRPL16/RPSA/RPL10A"	5	1.34193623090137
"CD4-Activated:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"16/503"	"131/8112"	0.0068884767945121	0.0547633905163712	0.0444125477540911	"ICAM2/TNFRSF10A/TNF/IFNG/TNFSF10/PTPN6/FCGR3A/FCER1G/CD48/TYROBP/FAS/BID/ITGAL/LAT/ICAM1/LCK"	16	1.35249431253212
"CD16-NK:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"14/256"	"184/8112"	0.00200213042808708	0.0502430676489377	0.043673599973586	"GBP5/BCL2/IKBKG/PYCARD/GBP2/HSP90AA1/CASP4/TRPV2/CASP1/BCL2L1/GSDMD/IKBKE/MAPK13/STAT1"	14	1.35978100811931
"CD4-Activated:NLR_down"	"hsa04066"	"HIF-1 signaling pathway"	"15/496"	"109/8112"	0.00248223567658173	0.0498101959100734	0.0421544585075635	"STAT3/ALDOA/PIK3R1/EP300/BCL2/PRKCB/NFKB1/PDK1/ELOB/EGLN2/IGF1R/RPS6KB1/MAP2K2/HIF1A/AKT2"	15	1.37515648502901
"CD16-NK:LR_down"	"hsa04919"	"Thyroid hormone signaling pathway"	"6/141"	"121/8112"	0.0186539047021619	0.0633181835664932	0.038718260315829	"PRKCB/MED16/PIK3R1/MAP2K2/MAPK3/ACTG1"	6	1.41208416459219
"CD4-Naive:LR_down"	"hsa04370"	"VEGF signaling pathway"	"5/155"	"59/8112"	0.00521172361688097	0.0488357805581809	0.0381989879132017	"PRKCB/MAPKAPK3/PPP3CB/MAPK11/MAP2K2"	5	1.41794814362061
"CD8-Naive:NLR_up"	"hsa04071"	"Sphingolipid signaling pathway"	"8/189"	"119/8112"	0.00649301509487419	0.0464060652744316	0.0360137885308283	"CERS2/PPP2R5C/FYN/RHOA/S1PR4/TRADD/TNFRSF1A/GNAI3"	8	1.4435311898898
"CD4-Naive:LR_down"	"hsa04660"	"T cell receptor signaling pathway"	"7/155"	"104/8112"	0.0036676838408465	0.0434865711168399	0.0340148756811562	"FYN/NFKB1/RASGRP1/VAV3/PPP3CB/MAPK11/MAP2K2"	7	1.46833111197628
"CD4-Naive:NLR_down"	"hsa04218"	"Cellular senescence"	"17/467"	"156/8112"	0.0081777657060375	0.0435651882157998	0.0313024524633014	"ETS1/TGFBR2/NFKB1/CDK6/GADD45A/AKT3/PTEN/RBL1/RB1/FOXO1/TGFB1/MAPK11/HLA-C/CCND3/PIK3R1/AKT1/MAP2K2"	17	1.50442163531124
"CD4-Naive:NLR_up"	"hsa05330"	"Allograft rejection"	"6/362"	"38/8112"	0.00622988601983953	0.0375064566500543	0.0285062453754204	"HLA-DQB1/TNF/CD40LG/HLA-DRB5/GZMB/HLA-DRB1"	6	1.54505998087075
"CD8-Naive:NLR_up"	"hsa03050"	"Proteasome"	"5/189"	"46/8112"	0.00411411632345748	0.036175850430402	0.0280745505920148	"PSMB9/PSMA5/PSMA7/PSMA4/PSMC2"	5	1.5516871870512
"CD4-Activated:NLR_down"	"hsa04218"	"Cellular senescence"	"20/496"	"156/8112"	0.00126316751951462	0.0319592655854596	0.0270471840240644	"ETS1/RB1/TGFBR2/GADD45A/ZFP36L2/PIK3R1/CCND3/TGFB1/SLC25A6/CDK6/PTEN/NFKB1/MAP2K2/RBL1/HIPK1/MAPK11/MAPKAPK2/AKT2/CALM3/HLA-C"	20	1.56787794410533
"CD4-Activated:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"18/496"	"134/8112"	0.00127412354493527	0.0319592655854596	0.0270471840240644	"NDUFB1/ATP5ME/NDUFA13/NDUFA3/UQCRQ/NDUFA7/COX7C/ATP5F1E/UQCR11/COX6C/NDUFC1/NDUFA1/UQCRB/ATP6V0C/NDUFA9/UQCRH/COX4I1/CYCS"	18	1.56787794410533
"CD8-Naive:NLR_down"	"hsa04068"	"FoxO signaling pathway"	"9/156"	"131/8112"	0.000914881561679742	0.0253552889951243	0.0242134067452082	"GADD45A/FBXO32/KLF2/SGK1/FBXO25/TGFB1/SOD2/GABARAP/TGFBR2"	9	1.6159441024807
"CD4-Naive:NLR_down"	"hsa04370"	"VEGF signaling pathway"	"9/467"	"59/8112"	0.00616610375279395	0.0334568222142339	0.0240393908490992	"PRKCB/AKT3/JMJD7-PLA2G4B/PXN/MAPK11/PRKCA/PIK3R1/AKT1/MAP2K2"	9	1.61907654142082
"CD4-Naive:LR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"7/155"	"89/8112"	0.00150850684468314	0.0293578639772949	0.0229635050040834	"PTEN/NFKB1/RASGRP1/PPP3CB/MAPK11/MAP3K3/MAP2K2"	7	1.6389618232533
"CD4-Naive:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"16/467"	"134/8112"	0.00423573046291455	0.0273997440912675	0.019687259990133	"ATP5ME/NDUFA13/NDUFB1/NDUFA3/NDUFV2/ATP5PO/NDUFA7/NDUFA1/UQCR11/NDUFC1/COX7C/ATP5F1E/NDUFB8/UQCRQ/COX6C/ATP6V1E2"	16	1.7058147233728
"CD16-NK:LR_down"	"hsa04218"	"Cellular senescence"	"8/141"	"156/8112"	0.00571856386273578	0.0306260864648738	0.0187274606031113	"TGFB1/HLA-C/PIK3R1/MAP2K2/SLC25A6/PTEN/MAPK3/E2F3"	8	1.72752110787967
"CD4-Naive:LR_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"9/155"	"131/8112"	0.000873844969641979	0.0199053824626985	0.0155698435739019	"HCST/FYN/PRKCB/VAV3/PPP3CB/TYROBP/HLA-C/MAP2K2/NCR3"	9	1.80771575065169
"CD4-Activated:NLR_up"	"hsa05330"	"Allograft rejection"	"8/503"	"38/8112"	0.00193233328183745	0.0189776626331062	0.0153906896561107	"HLA-DQB1/HLA-DRB5/TNF/IFNG/CD40LG/FAS/HLA-F/HLA-DRB1"	8	1.81274191901631
"CD8-Naive:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"10/156"	"134/8112"	0.000245018143333754	0.0158445066022495	0.0151309449918389	"COX4I1/NDUFA13/ATP5ME/ATP5F1E/NDUFA3/COX7C/UQCRQ/UQCRB/COX6C/UQCR11"	10	1.82013394759314
"CD4-Naive:NLR_down"	"hsa03010"	"Ribosome"	"19/467"	"158/8112"	0.00175963666665005	0.0149845673704728	0.0107667090860232	"RPS29/RPL36/RPS17/RPL38/RPS21/RPL37A/RPL36A/RPL37/RPS28/RPS10/RPL34/RPL39/MRPL23/RPL26/RPL17/RPS15A/RPL31/RPS27/RPL14"	19	1.96791702132452
"CD4-Naive:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"13/467"	"89/8112"	0.00163005109461948	0.0149251553351096	0.0107240203593387	"CSNK2B/STAT3/NFKB1/EML4/HIF1A/AKT3/PTEN/MAP3K3/MAPK11/RPS6KB1/PIK3R1/AKT1/MAP2K2"	13	1.96964237018897
"CD4-Naive:NLR_down"	"hsa04066"	"HIF-1 signaling pathway"	"15/467"	"109/8112"	0.00137364267139274	0.013664203261427	0.00981800126562023	"STAT3/BCL2/PDK1/NFKB1/HIF1A/PRKCB/AKT3/CREBBP/ALDOA/PRKCA/EGLN2/RPS6KB1/PIK3R1/AKT1/MAP2K2"	15	2.00797691625205
"CD8-Naive:NLR_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"10/189"	"131/8112"	0.000932773654390789	0.012518804308929	0.00971531562467968	"CD48/LAT/ITGAL/FYN/KLRD1/PTPN6/ICAM2/LCK/HLA-B/NFATC2"	10	2.01254308576619
"CD16-NK:LR_down"	"hsa03010"	"Ribosome"	"9/141"	"158/8112"	0.0016806896512081	0.0153630527564874	0.0093943104866051	"RPL13A/RPL27A/RPL17/RPS3A/RPL21/RPS18/RPL37A/RPS20/RPL23A"	9	2.02713509026827
"CD4-Naive:NLR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"16/467"	"119/8112"	0.0012387889246368	0.0129630412470922	0.00931420244087821	"BCL2/CERS6/ABCC1/NFKB1/GNAI2/PPP2R2D/GNA13/PRKCB/AKT3/PTEN/CTSD/MAPK11/PRKCA/PIK3R1/AKT1/MAP2K2"	16	2.03085432706456
"CD8-Naive:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"13/189"	"184/8112"	0.000349573668278435	0.0089141285411001	0.00691787890908904	"GBP5/CCL5/GBP2/RHOA/TRAF5/CTSB/GBP1/IRF3/IFI16/ANTXR2/GSDMD/VDAC3/CASP1"	13	2.16002704416825
"CD8-Naive:NLR_up"	"hsa04670"	"Leukocyte transendothelial migration"	"10/189"	"114/8112"	0.000309621418087207	0.0087726068458042	0.00680804989478303	"MYL12B/ACTB/ITGAL/CD99/RHOA/ITGA4/RAP1B/GNAI3/VASP/MYL12A"	10	2.16697727005779
"CD8-Activated:NLR_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"16/318"	"131/8112"	4.92288712384311e-05	0.00708895745833408	0.00632202346430379	"KLRK1/NFATC2/FYN/KIR3DL2/KIR2DL3/PIK3R1/KLRC3/VAV3/KLRC2/RAC1/NFATC1/KIR2DL1/PRKCB/MAP2K2/IFNGR1/PLCG2"	16	2.19914389660167
"CD16-NK:LR_down"	"hsa05332"	"Graft-versus-host disease"	"5/141"	"42/8112"	0.000749357618389519	0.0100767589448364	0.0061618093569648	"PRF1/HLA-C/HLA-DMA/HLA-DRA/GZMB"	5	2.21029174264664
"CD16-NK:LR_down"	"hsa04670"	"Leukocyte transendothelial migration"	"8/141"	"114/8112"	0.000797794677004734	0.0100767589448364	0.0061618093569648	"VASP/GNAI2/PRKCB/ICAM1/PIK3R1/RAC2/TXK/ACTG1"	8	2.21029174264664
"CD16-NK:LR_down"	"hsa05330"	"Allograft rejection"	"5/141"	"38/8112"	0.000467481809979499	0.00850817364133937	0.00520263948367553	"PRF1/HLA-C/HLA-DMA/HLA-DRA/GZMB"	5	2.28377626744915
"CD16-NK:LR_down"	"hsa04370"	"VEGF signaling pathway"	"6/141"	"59/8112"	0.000523821951858447	0.00850817364133937	0.00520263948367553	"PRKCB/PIK3R1/RAC2/MAP2K2/MAPK3/MAPKAPK3"	6	2.28377626744915
"CD8-Naive:NLR_up"	"hsa04660"	"T cell receptor signaling pathway"	"10/189"	"104/8112"	0.000145189744087774	0.0061705641237304	0.00478871436640378	"CD3E/NCK1/LAT/FYN/RHOA/PTPN6/LCK/CD3D/NFATC2/CDK4"	10	2.31978106665215
"CD4-Naive:LR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"10/155"	"119/8112"	8.66533752334193e-05	0.00516811493748615	0.00404246144475722	"GNAI2/BCL2/PTEN/TRADD/FYN/PRKCB/NFKB1/MAPK11/S1PR4/MAP2K2"	10	2.39335411351409
