"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD8-Activated:NLR_up"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"6/129"	"171/8112"	0.0548355662756354	0.191401148476563	0.145342584598595	"PPP1R15A/CALR/ERP29/UBE2D2/HSP90AB1/PDIA6"	6	0.837607121100739
"CD4-Activated:NR_down"	"hsa04921"	"Oxytocin signaling pathway"	"4/68"	"154/8112"	0.0398808706896887	0.180846855901049	0.142773833606091	"PPP1CA/RHOA/GNAI3/CALM2"	4	0.845351379126823
"CD4-Activated:NR_down"	"hsa04218"	"Cellular senescence"	"4/68"	"156/8112"	0.0415015684473228	0.180846855901049	0.142773833606091	"GADD45B/PPP1CA/MYC/CALM2"	4	0.845351379126823
"CD4-Activated:NR_down"	"hsa04810"	"Regulation of actin cytoskeleton"	"5/68"	"218/8112"	0.0355548179322259	0.180656912736715	0.142623878476354	"PPP1CA/RHOA/ARPC3/MYL12B/CFL1"	5	0.845807757637327
"CD16-NK:LR_down"	"hsa00190"	"Oxidative phosphorylation"	"2/19"	"134/8112"	0.0385514799971941	0.174264834386171	0.141746516007891	"NDUFB5/ATP6V0D1"	2	0.848487606841708
"CD4-Activated:NLR_down"	"hsa04510"	"Focal adhesion"	"8/128"	"201/8112"	0.0140231090240759	0.152979371171737	0.135534355160925	"AKT1/ITGAV/VAV3/RAPGEF1/COL6A3/SOS2/BIRC2/PRKCB"	8	0.867950606149972
"CD8-Naive:NLR_up"	"hsa04530"	"Tight junction"	"1/11"	"169/8112"	0.206841246729219	0.234420079626448	0.130636576881612	"JUN"	1	0.883935208100722
"CD16-NK:LR_down"	"hsa04660"	"T cell receptor signaling pathway"	"2/19"	"104/8112"	0.0241538480077049	0.156289604755738	0.127125515830026	"FYN/PTPRC"	2	0.895767271853432
"CD8-Naive:NLR_up"	"hsa03010"	"Ribosome"	"1/11"	"158/8112"	0.194666900666606	0.22666693913235	0.126315941312145	"RPL5"	1	0.898541837195907
"CD8-Naive:NLR_up"	"hsa04145"	"Phagosome"	"1/11"	"152/8112"	0.187954981341274	0.221891297416782	0.12365459298768	"HLA-E"	1	0.907789747704147
"CD8-Naive:NLR_up"	"hsa04514"	"Cell adhesion molecules"	"1/11"	"149/8112"	0.184579987426754	0.22097604128555	0.123144543131266	"HLA-E"	1	0.909584828165006
"CD4-Naive:NLR_up"	"hsa04218"	"Cellular senescence"	"4/70"	"156/8112"	0.0453889403057891	0.155164209174176	0.113972553875769	"HLA-E/HLA-A/HLA-C/CAPN2"	4	0.943199720026688
"CD16-NK:NLR_up"	"hsa04612"	"Antigen processing and presentation"	"2/32"	"78/8112"	0.0375881348624333	0.14659372596349	0.110786081699803	"HLA-E/B2M"	2	0.955514797555764
"CD4-Naive:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"3/70"	"89/8112"	0.0412724041592445	0.147285834450637	0.108185662089248	"FOS/JUN/LCK"	3	0.965830292724175
"CD4-Naive:NLR_down"	"hsa04724"	"Glutamatergic synapse"	"4/68"	"114/8112"	0.0151187164067517	0.121420151211306	0.106508904571321	"GNB1/GNAS/GNAI2/PRKCA"	4	0.972614081947994
"CD16-NK:NR_up"	"hsa04514"	"Cell adhesion molecules"	"2/20"	"149/8112"	0.051303525015934	0.144302920035467	0.100732232268525	"HLA-DPB1/HLA-DPA1"	2	0.996831541794589
"CD16-NK:NR_up"	"hsa04145"	"Phagosome"	"2/20"	"152/8112"	0.0531642336972772	0.144302920035467	0.100732232268525	"HLA-DPB1/HLA-DPA1"	2	0.996831541794589
"CD16-NK:NLR_up"	"hsa00010"	"Glycolysis / Gluconeogenesis"	"2/32"	"67/8112"	0.0284245103010917	0.127910296354913	0.0966663508215264	"LDHA/PGK1"	2	1.01472467582097
"CD56-NK:NLR_up"	"hsa04670"	"Leukocyte transendothelial migration"	"1/4"	"114/8112"	0.0550490818740722	0.118208068425108	0.0898657830132401	"ACTB"	1	1.0464056372684
"CD56-NK:NLR_up"	"hsa04145"	"Phagosome"	"1/4"	"152/8112"	0.0728833784104436	0.118208068425108	0.0898657830132401	"ACTB"	1	1.0464056372684
"CD56-NK:NLR_up"	"hsa04921"	"Oxytocin signaling pathway"	"1/4"	"154/8112"	0.073814978301632	0.118208068425108	0.0898657830132401	"ACTB"	1	1.0464056372684
"CD56-NK:NLR_up"	"hsa04530"	"Tight junction"	"1/4"	"169/8112"	0.0807796174764343	0.118208068425108	0.0898657830132401	"ACTB"	1	1.0464056372684
"CD56-NK:NLR_up"	"hsa04510"	"Focal adhesion"	"1/4"	"201/8112"	0.0955061751953552	0.118208068425108	0.0898657830132401	"ACTB"	1	1.0464056372684
"CD56-NK:NLR_up"	"hsa04810"	"Regulation of actin cytoskeleton"	"1/4"	"218/8112"	0.103257306501673	0.118208068425108	0.0898657830132401	"ACTB"	1	1.0464056372684
"CD8-Naive:NLR_up"	"hsa04612"	"Antigen processing and presentation"	"1/11"	"78/8112"	0.100887311074237	0.155916753478367	0.086888593269678	"HLA-E"	1	1.06103723396783
"CD16-NK:NLR_up"	"hsa04921"	"Oxytocin signaling pathway"	"3/32"	"154/8112"	0.0222519915712579	0.113194913645094	0.085545413820854	"ACTG1/ACTB/PPP1CA"	3	1.06780326848039
"CD4-Naive:NLR_up"	"hsa04510"	"Focal adhesion"	"5/70"	"201/8112"	0.0293445751505256	0.11363218462544	0.0834660928133652	"JUN/RHOA/ACTG1/ACTB/CAPN2"	5	1.07848991607
"CD4-Activated:NR_down"	"hsa03060"	"Protein export"	"2/68"	"23/8112"	0.0156380673297439	0.104998452071137	0.0828935147930032	"SEC11A/SPCS2"	2	1.08147944532167
"CD4-Activated:NLR_up"	"hsa04514"	"Cell adhesion molecules"	"6/98"	"149/8112"	0.00914661570421247	0.0847056149998807	0.0715822098590541	"HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/VSIR/PDCD1"	6	1.14519489836319
"CD8-Activated:NLR_up"	"hsa04530"	"Tight junction"	"7/129"	"169/8112"	0.0179945450280015	0.0904225887657076	0.0686633955015847	"JUN/TUBA1A/RHOA/RAP1A/EZR/ACTG1/TUBA1C"	7	1.16327472390562
"CD8-Naive:NLR_down"	"hsa04660"	"T cell receptor signaling pathway"	"1/10"	"104/8112"	0.121119331149722	0.166539080330867	0.0637470163945903	"RASGRP1"	1	1.19554013706951
"CD4-Naive:NLR_up"	"hsa04530"	"Tight junction"	"5/70"	"169/8112"	0.0150649493909267	0.0830854784590503	0.0610286626043921	"JUN/RHOA/ACTG1/ACTB/SLC9A3R1"	5	1.21446614716444
"CD4-Activated:NLR_down"	"hsa03060"	"Protein export"	"3/128"	"23/8112"	0.00539568473013369	0.068156017643794	0.0603838401931859	"SEC61G/SEC62/SRP19"	3	1.21907927088104
"CD8-Naive:NLR_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"1/10"	"89/8112"	0.104507906202841	0.153278262430833	0.0586711052366824	"RASGRP1"	1	1.23157573053821
"CD4-Activated:NR_down"	"hsa03010"	"Ribosome"	"5/68"	"158/8112"	0.010232712352663	0.0739903816269479	0.0584134591791694	"RPS3/RPS10/RPL7A/RPL6/MRPL24"	5	1.23348707456938
"CD16-NK:LR_down"	"hsa04514"	"Cell adhesion molecules"	"3/19"	"149/8112"	0.00474226812986251	0.0689456956668914	0.0560802309252227	"HLA-DRA/PTPRC/TIGIT"	3	1.25119020671502
"CD16-NK:LR_down"	"hsa04145"	"Phagosome"	"3/19"	"152/8112"	0.00501423241213756	0.0689456956668914	0.0560802309252227	"CYBA/HLA-DRA/ATP6V0D1"	3	1.25119020671502
"CD8-Naive:NR_down"	"hsa04218"	"Cellular senescence"	"1/4"	"156/8112"	0.0747458759377635	0.0949195403712657	0.0538005491982882	"GADD45B"	1	1.26921329101449
"CD4-Naive:NLR_up"	"hsa04660"	"T cell receptor signaling pathway"	"4/70"	"104/8112"	0.0122411803674894	0.0696217133400961	0.0511391416668144	"FOS/JUN/LCK/RHOA"	4	1.29124656556456
"CD16-NK:LR_up"	"hsa00190"	"Oxidative phosphorylation"	"3/21"	"134/8112"	0.00471478816600904	0.0550058619367721	0.0479750374786884	"ATP5ME/NDUFB1/ATP5F1E"	3	1.31898467731618
"CD4-Naive:LR_down"	"hsa00010"	"Glycolysis / Gluconeogenesis"	"4/59"	"67/8112"	0.0013752521238934	0.0473086730619331	0.0434290144387391	"GAPDH/PGAM1/ADH5/LDHA"	4	1.36222002623698
"CD8-Activated:NLR_up"	"hsa04145"	"Phagosome"	"7/129"	"152/8112"	0.0105243995427413	0.0571730894078651	0.0434150194508533	"HLA-E/TUBA1A/ACTG1/CALR/HLA-A/TUBA1C/LAMP1"	7	1.36236000006808
"CD4-Activated:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"5/98"	"89/8112"	0.00432999729164963	0.0512383012845206	0.0432999729164963	"JUN/FOS/LCK/CD3E/PDCD1"	5	1.36351237529144
"CD4-Activated:NR_down"	"hsa00190"	"Oxidative phosphorylation"	"5/68"	"134/8112"	0.00517508365530828	0.0512060909051556	0.0404258612409123	"ATP5PB/NDUFA11/ATP5PO/UQCRH/NDUFS7"	5	1.3933407190235
"CD4-Naive:LR_down"	"hsa04810"	"Regulation of actin cytoskeleton"	"7/59"	"218/8112"	0.000956374251609232	0.041124092819197	0.0377516151951013	"RAC2/PFN1/ACTB/ARPC2/BRK1/FGD3/ARPC3"	7	1.42306446243709
"CD56-NK:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"2/9"	"134/8112"	0.00903686497462951	0.0469916978680735	0.0342449620091224	"ATP5ME/NDUFB1"	2	1.46540331125399
"CD8-Activated:NLR_down"	"hsa04727"	"GABAergic synapse"	"5/59"	"89/8112"	0.000445843829990692	0.0383425693791995	0.0337902692203472	"GNB1/SLC38A2/GNAI2/ADCY7/GLS"	5	1.4712083480166
"CD56-NK:LR_up"	"hsa04623"	"Cytosolic DNA-sensing pathway"	"2/9"	"63/8112"	0.00206335897259171	0.035077102534059	0.0318553665943983	"CCL4/NFKBIA"	2	1.49681739265357
"CD8-Naive:NLR_up"	"hsa04218"	"Cellular senescence"	"2/11"	"156/8112"	0.0180353746765125	0.0479064639844862	0.0266971006724691	"HLA-E/ZFP36L2"	2	1.57353590081964
"CD4-Activated:NLR_up"	"hsa04660"	"T cell receptor signaling pathway"	"6/98"	"104/8112"	0.00155936900413589	0.0239926228281795	0.0202754559111376	"JUN/FOS/LCK/CDK4/CD3E/PDCD1"	6	1.6930293715205
"CD56-NK:NR_up"	"hsa03010"	"Ribosome"	"1/2"	"158/8112"	0.0385776237836117	0.0563846987933935	0.0197841048397872	"RPL38"	1	1.70368359523044
"CD8-Naive:NLR_up"	"hsa04921"	"Oxytocin signaling pathway"	"3/11"	"154/8112"	0.00098991663581988	0.0352888092848337	0.0196655903135296	"FOS/EEF2/JUN"	3	1.70629301258703
"CD8-Naive:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"2/11"	"89/8112"	0.00613861917747985	0.0352888092848337	0.0196655903135296	"FOS/JUN"	2	1.70629301258703
"CD8-Naive:NLR_up"	"hsa04660"	"T cell receptor signaling pathway"	"2/11"	"104/8112"	0.00830324924349028	0.0352888092848337	0.0196655903135296	"FOS/JUN"	2	1.70629301258703
"CD4-Activated:NLR_up"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"8/98"	"171/8112"	0.0010387685817263	0.0208940458567518	0.0176569401606354	"CAPN2/DERL1/EDEM2/DNAJB2/PPP1R15A/PDIA6/PDIA3/ERP29"	8	1.75308455480644
"CD16-NK:NLR_up"	"hsa04810"	"Regulation of actin cytoskeleton"	"5/32"	"218/8112"	0.00149091689016055	0.0212962426342024	0.016094326417211	"ACTG1/MYL12B/ACTB/PPP1CA/ARPC5L"	5	1.79332719477271
"CD4-Naive:NLR_up"	"hsa00010"	"Glycolysis / Gluconeogenesis"	"4/70"	"67/8112"	0.00258875222039033	0.020484908874393	0.015046752036136	"LDHA/PKM/PFKP/GPI"	4	1.82255723595149
"CD4-Naive:NLR_up"	"hsa04921"	"Oxytocin signaling pathway"	"6/70"	"154/8112"	0.00204661148120737	0.0177372995037972	0.0130285542913953	"FOS/JUN/RHOA/ACTG1/ACTB/EEF2"	6	1.88510377293695
"CD16-NK:NLR_up"	"hsa04670"	"Leukocyte transendothelial migration"	"4/32"	"114/8112"	0.000981997430708065	0.0164133856275491	0.0124041780721019	"ACTG1/MYL12B/ACTB/RAP1B"	4	1.90643200773815
"CD4-Naive:NLR_up"	"hsa04514"	"Cell adhesion molecules"	"6/70"	"149/8112"	0.00173063687588868	0.0163675260379386	0.0120224164651139	"HLA-E/CD6/HLA-A/HLA-C/VSIR/HLA-DPB1"	6	1.92000823183503
"CD4-Naive:LR_up"	"hsa03010"	"Ribosome"	"5/31"	"158/8112"	0.000296808944793217	0.0100915041229694	0.00937291404610159	"RPL38/RPL37A/RPS20/RPS27/RPL37"	5	2.02812536563403
"CD4-Naive:NLR_up"	"hsa03060"	"Protein export"	"3/70"	"23/8112"	0.00096299634359957	0.0116843556356748	0.00858249372892248	"HSPA5/OXA1L/SRP68"	3	2.06638650523345
"CD16-NK:NR_up"	"hsa04612"	"Antigen processing and presentation"	"3/20"	"78/8112"	0.000866645693914748	0.00981377537546097	0.00685061328148522	"HLA-DPB1/HLA-DPA1/CD74"	3	2.16427054780062
"CD8-Activated:LR_up"	"hsa03010"	"Ribosome"	"6/38"	"158/8112"	8.18379154417632e-05	0.00679254698166634	0.00679254698166634	"RPL37A/RPL37/RPL38/RPS27/RPS20/RPL31"	6	2.16796734903699
"CD4-Activated:NR_up"	"hsa03015"	"mRNA surveillance pathway"	"6/57"	"97/8112"	5.55080852289914e-05	0.00754909959114283	0.00677782935427684	"PPP2R2D/RNMT/UPF2/PCF11/PNN/GSPT1"	6	2.16890936961326
"CD4-Naive:NLR_up"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"7/70"	"171/8112"	0.000641496098915974	0.00833944928590766	0.00612556425280667	"HSP90AB1/PDIA3/PDIA6/CALR/HSPA5/CAPN2/PPP1R15A"	7	2.21285390033591
"CD16-NK:NLR_up"	"hsa04145"	"Phagosome"	"5/32"	"152/8112"	0.000289425485108453	0.00810329793213477	0.0061239498542449	"HLA-E/ACTG1/LAMP1/ACTB/TUBA1B"	5	2.21296837416481
"CD16-NK:NLR_up"	"hsa03010"	"Ribosome"	"5/32"	"158/8112"	0.000346294783424563	0.00810329793213477	0.0061239498542449	"RPS13/RPSA/RPL10/RPL19/RPL5"	5	2.21296837416481
"CD8-Activated:NLR_up"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"7/129"	"89/8112"	0.000510276965814366	0.00603327471345221	0.00458143405839523	"JUN/FOS/IFNG/CD3E/LCK/RELA/NFKBIA"	7	2.33899855995157
"CD4-Activated:NLR_up"	"hsa04145"	"Phagosome"	"9/98"	"152/8112"	8.53900823922256e-05	0.00454702188738601	0.00384255370765015	"HLA-E/ACTB/LAMP1/HLA-A/HLA-DPB1/HLA-DPA1/TUBA1A/CORO1A/TAP1"	9	2.41538005362052
"CD4-Naive:NLR_up"	"hsa04144"	"Endocytosis"	"9/70"	"251/8112"	0.000281463174479474	0.00497705738838954	0.00365579114126936	"HLA-E/RHOA/AP2M1/RAB11B/CAPZB/ARF6/HLA-A/HLA-C/ARF5"	9	2.43701862387509
"CD16-NK:NLR_up"	"hsa04530"	"Tight junction"	"6/32"	"169/8112"	4.32465157456516e-05	0.00443153225664574	0.00334906621284968	"ACTG1/MYL12B/ACTB/SLC9A3R1/TUBA1B/ARPC5L"	6	2.47507626613855
"CD16-NK:NLR_up"	"hsa04510"	"Focal adhesion"	"6/32"	"201/8112"	0.000113629032221686	0.00443153225664574	0.00334906621284968	"ACTG1/ZYX/MYL12B/ACTB/RAP1B/PPP1CA"	6	2.47507626613855
"CD8-Activated:NLR_up"	"hsa04612"	"Antigen processing and presentation"	"7/129"	"78/8112"	0.000226054998275325	0.00413064133212184	0.00313664830142795	"HLA-E/IFNG/B2M/PSME1/CALR/HLA-A/HSP90AB1"	7	2.50353417410171
"CD4-Activated:NLR_up"	"hsa04612"	"Antigen processing and presentation"	"7/98"	"78/8112"	3.96927670540154e-05	0.00315041866284811	0.00266232563057587	"HLA-E/PSME1/HLA-A/HLA-DPB1/HLA-DPA1/PDIA3/TAP1"	7	2.57473882680525
"CD8-Activated:NLR_down"	"hsa04724"	"Glutamatergic synapse"	"7/59"	"114/8112"	1.67925071265913e-05	0.0028883112257737	0.00254539055392542	"GRK2/GNB1/SLC38A2/GNAI2/PLCB2/ADCY7/GLS"	7	2.5942455719121
"CD4-Activated:LR_up"	"hsa03015"	"mRNA surveillance pathway"	"4/22"	"97/8112"	0.000119133002106936	0.00234294904143641	0.0022154558286553	"UPF2/RNMT/HBS1L/PCF11"	4	2.65453690442835
"CD4-Activated:LR_up"	"hsa03010"	"Ribosome"	"5/22"	"158/8112"	5.29967646214682e-05	0.00156340455633331	0.00147833080259885	"RPL37A/RPL38/RPS27/RPL37/RPS20"	5	2.83022837401412
"CD8-Activated:NLR_up"	"hsa00010"	"Glycolysis / Gluconeogenesis"	"7/129"	"67/8112"	8.59948131452171e-05	0.00192055082690985	0.00145839156795982	"LDHB/PGK1/LDHA/TPI1/PKM/ENO1/PFKP"	7	2.83612585532339
"CD8-Activated:NLR_up"	"hsa04660"	"T cell receptor signaling pathway"	"9/129"	"104/8112"	3.77915062673755e-05	0.00108515610853464	0.000824025324626985	"JUN/FOS/IFNG/CD3E/RHOA/LCK/LCP2/RELA/NFKBIA"	9	3.084059441001
"CD8-Naive:NLR_down"	"hsa03010"	"Ribosome"	"3/10"	"158/8112"	0.00078678897985451	0.0016534424677353	0.000632896638367581	"RPS27/RPS29/RPL37A"	3	3.19866721107579
"CD4-Naive:NLR_up"	"hsa04145"	"Phagosome"	"9/70"	"152/8112"	5.5119172968774e-06	0.000441318459689785	0.000324161043265487	"HLA-E/ACTG1/ACTB/LAMP1/CALR/CORO1A/HLA-A/HLA-C/HLA-DPB1"	9	3.48923917860352
"CD8-Naive:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"4/10"	"134/8112"	1.38429246781758e-05	0.000304544342919867	0.000116571997289901	"ATP5F1E/NDUFB2/COX7C/UQCR10"	4	3.9334057624677
"CD56-NK:NLR_down"	"hsa03010"	"Ribosome"	"5/9"	"158/8112"	3.11369990995302e-07	8.09561976587785e-06	5.89964193464783e-06	"RPL37/RPL39/RPL34/RPS27/RPL37A"	5	5.22917434607405
"CD16-NK:NR_down"	"hsa03010"	"Ribosome"	"8/22"	"158/8112"	4.40107873639653e-09	1.93647464401447e-07	1.85308578374591e-07	"RPL3/RPS7/RPL5/RPL13/RPS10/RPSA/RPS23/RPL7A"	8	6.73210447569181
"CD4-Activated:NR_down"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"13/68"	"171/8112"	1.17758085610594e-09	2.21385200947916e-07	1.74777790222039e-07	"BCAP31/SKP1/SSR1/DDOST/BAX/LMAN2/SEC13/SSR2/HSP90B1/P4HB/DAD1/TRAM1/RPN1"	13	6.75751375589406
"CD16-NK:LR_up"	"hsa03010"	"Ribosome"	"8/21"	"158/8112"	2.8474730355246e-09	9.9661556243361e-08	8.69228610844352e-08	"RPS27/RPL37/RPL37A/RPL38/RPS29/RPS28/RPL34/RPS21"	8	7.06086598722113
"CD4-Naive:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"12/68"	"134/8112"	8.32618710599663e-10	4.32961729511825e-08	3.79790990799846e-08	"COX6B1/COX6C/ATP5F1E/COX7C/ATP5MF/NDUFB1/COX17/NDUFA1/NDUFA13/UQCRQ/UQCR10/ATP5PF"	12	7.42045534157983
"CD4-Naive:NLR_down"	"hsa03010"	"Ribosome"	"13/68"	"158/8112"	4.4010891406588e-10	4.0134491991307e-08	3.52056947292167e-08	"RPL39/RPL37A/RPL38/RPS29/RPL35/RPS27/RPL27/RPL31/RPL36/RPL37/RPL34/RPL23/RPS21"	13	7.45338708114012
"CD4-Activated:NLR_down"	"hsa00190"	"Oxidative phosphorylation"	"16/128"	"134/8112"	2.42645631382722e-10	2.91174757659267e-08	2.57970618627947e-08	"COX6C/COX6B1/ATP5F1E/COX7C/ATP5MF/NDUFA2/NDUFA1/COX7B/NDUFB1/UQCRQ/ATP5ME/UQCRB/NDUFC1/COX7A2/UQCR10/NDUFA12"	16	7.5884297548677
"CD4-Activated:NLR_down"	"hsa03010"	"Ribosome"	"18/128"	"158/8112"	3.70994267696687e-11	8.90386242472050e-09	7.88850969207693e-09	"RPL37A/RPL31/RPL39/RPS29/RPS27/RPL38/RPL27/RPL34/RPL37/RPL35/RPL41/RPL36/RPS18/RPL28/MRPS21/MRPL33/RPS21/RPS28"	18	8.10300503654235
"CD4-Naive:NLR_up"	"hsa04612"	"Antigen processing and presentation"	"11/70"	"78/8112"	4.31011689469767e-11	7.84441274834975e-09	5.76194574343793e-09	"HLA-E/PSME1/HSP90AB1/PDIA3/CALR/B2M/HSPA5/HLA-A/HLA-C/TAPBP/HLA-DPB1"	11	8.23943083551004
"CD56-NK:LR_up"	"hsa03010"	"Ribosome"	"7/9"	"158/8112"	3.24582606492472e-11	8.27685646555803e-10	7.5166498345625e-10	"RPS29/RPL39/RPS21/RPS27/RPL37/RPS28/RPL34"	7	9.12397568102428
"CD8-Naive:LR_up"	"hsa03010"	"Ribosome"	"10/16"	"158/8112"	4.27902928912542e-14	7.48830125596949e-13	6.7563620354612e-13	"RPL38/RPL37A/RPS27/RPL37/RPS20/RPLP2/RPS29/RPS2/RPL27/RPS21"	10	12.1702870870776
"CD4-Naive:NR_down"	"hsa03010"	"Ribosome"	"22/55"	"158/8112"	3.96013929816034e-24	5.82140476829569e-22	5.71093772471543e-22	"RPS4X/RPL10/RPS3A/RPS3/RPL6/RPS7/RPL19/RPL5/RPL22L1/RPL7A/RPL11/RPL8/RPS10/RPS8/RPS15A/RPL30/RPS14/RPL35A/RPS13/RPL29/RPL18/RPS27A"	22	21.2432925756013
"CD8-Activated:NLR_up"	"hsa03010"	"Ribosome"	"33/129"	"158/8112"	1.40557481773733e-28	2.82520538365203e-26	2.14535103759908e-26	"RPL10/RPS4X/RPL11/RPL5/RPS13/RPL7A/RPS2/RPL8/RPL19/RPL18A/RPLP0/RPS8/RPL29/RPS7/RPS3/RPSA/RPL15/RPL6/RPL18/RPS5/RPL30/RPL32/RPL13A/RPL13/RPL14/RPL10A/RPL12/RPL3/RPL4/RPS12/RPS15/RPLP1/RPL9"	33	25.668501635312
"CD8-Activated:NR_down"	"hsa03010"	"Ribosome"	"25/52"	"158/8112"	7.50418655911596e-30	5.92830738170161e-28	5.92435780982839e-28	"RPS15A/RPS10/RPL7A/RPL24/RPL5/RPS7/RPL30/RPL36AL/RPS3/RPL23A/RPS15/RPL6/RPSA/RPS14/RPS23/RPS4X/RPL18A/RPL29/RPLP0/RPL41/RPS2/RPS12/RPL3/RPL19/RPL13"	25	27.2273587195395
